hora,viagens
5,15.0
6,35.0
7,49.0
8,40.0
9,26.0
10,18.0
11,14.0
12,39.0
13,29.0
14,21.0
15,35.0
16,47.0
17,76.0
18,91.0
19,91.0
20,63.0
21,42.0
22,16.0
23,8.0
