hora,viagens
5,30.0
6,97.0
7,159.0
8,113.0
9,66.0
10,94.0
11,115.0
12,122.0
13,107.0
14,98.0
15,136.0
16,192.0
17,334.0
18,336.0
19,215.0
20,183.0
21,133.0
22,48.0
23,14.0
