hora,viagens
5,50.0
6,112.0
7,179.0
8,106.0
9,91.0
10,85.0
11,115.0
12,123.0
13,104.0
14,89.0
15,120.0
16,218.0
17,309.0
18,251.0
19,172.0
20,135.0
21,86.0
22,38.0
23,11.0
