hora,viagens
5,16.0
6,37.0
7,83.0
8,67.0
9,87.0
10,97.0
11,83.0
12,69.0
13,87.0
14,71.0
15,92.0
16,164.0
17,241.0
18,197.0
19,177.0
20,134.0
21,78.0
22,46.0
23,37.0
