hora,viagens
5,11.0
6,37.0
7,63.0
8,76.0
9,80.0
10,96.0
11,100.0
12,74.0
13,55.0
14,56.0
15,72.0
16,136.0
17,179.0
18,169.0
19,152.0
20,123.0
21,62.0
22,31.0
23,21.0
