hora,viagens
5,18.0
6,32.0
7,64.0
8,32.0
9,48.0
10,45.0
11,50.0
12,64.0
13,54.0
14,41.0
15,54.0
16,83.0
17,119.0
18,108.0
19,79.0
20,48.0
21,40.0
22,21.0
23,9.0
