hora,viagens
5,13.0
6,34.0
7,61.0
8,79.0
9,78.0
10,66.0
11,63.0
12,72.0
13,50.0
14,52.0
15,56.0
16,99.0
17,138.0
18,129.0
19,108.0
20,81.0
21,58.0
22,21.0
23,10.0
