hora,viagens
5,20.0
6,51.0
7,111.0
8,160.0
9,163.0
10,144.0
11,114.0
12,57.0
13,54.0
14,51.0
15,78.0
16,148.0
17,172.0
18,134.0
19,128.0
20,87.0
21,61.0
22,30.0
23,9.0
