hora,viagens
5,10.0
6,36.0
7,44.0
8,32.0
9,50.0
10,91.0
11,98.0
12,56.0
13,54.0
14,44.0
15,96.0
16,176.0
17,194.0
18,163.0
19,148.0
20,104.0
21,54.0
22,41.0
23,29.0
