hora,viagens
5,28.0
6,51.0
7,108.0
8,68.0
9,56.0
10,54.0
11,75.0
12,87.0
13,87.0
14,61.0
15,76.0
16,126.0
17,210.0
18,186.0
19,110.0
20,89.0
21,72.0
22,30.0
23,9.0
