hora,viagens
5,22.0
6,52.0
7,127.0
8,141.0
9,130.0
10,120.0
11,106.0
12,73.0
13,72.0
14,52.0
15,89.0
16,152.0
17,192.0
18,173.0
19,144.0
20,90.0
21,56.0
22,23.0
23,20.0
