hora,viagens
5,0.0
6,0.0
7,2.0
8,0.0
9,2.0
10,25.0
11,14.0
12,9.0
13,10.0
14,15.0
15,31.0
16,62.0
17,100.0
18,98.0
19,72.0
20,37.0
21,20.0
22,21.0
23,4.0
