hora,viagens
5,28.0
6,70.0
7,110.0
8,92.0
9,64.0
10,74.0
11,97.0
12,87.0
13,85.0
14,88.0
15,131.0
16,141.0
17,206.0
18,217.0
19,146.0
20,124.0
21,77.0
22,30.0
23,9.0
