hora,viagens
5,10.0
6,30.0
7,41.0
8,66.0
9,68.0
10,62.0
11,78.0
12,87.0
13,89.0
14,101.0
15,122.0
16,163.0
17,219.0
18,187.0
19,131.0
20,94.0
21,84.0
22,51.0
23,20.0
