hora,viagens
5,15.0
6,50.0
7,105.0
8,56.0
9,64.0
10,52.0
11,66.0
12,71.0
13,59.0
14,52.0
15,98.0
16,115.0
17,163.0
18,151.0
19,116.0
20,91.0
21,72.0
22,36.0
23,21.0
