hora,viagens
5,13.0
6,32.0
7,72.0
8,42.0
9,36.0
10,34.0
11,59.0
12,76.0
13,71.0
14,66.0
15,85.0
16,132.0
17,160.0
18,130.0
19,100.0
20,34.0
21,41.0
22,15.0
23,4.0
