hora,viagens
5,28.0
6,107.0
7,174.0
8,95.0
9,108.0
10,96.0
11,102.0
12,116.0
13,93.0
14,104.0
15,111.0
16,208.0
17,292.0
18,291.0
19,185.0
20,106.0
21,114.0
22,49.0
23,11.0
