hora,viagens
5,30.0
6,73.0
7,146.0
8,76.0
9,56.0
10,53.0
11,86.0
12,84.0
13,66.0
14,59.0
15,87.0
16,159.0
17,238.0
18,181.0
19,134.0
20,93.0
21,64.0
22,27.0
23,7.0
