hora,viagens
5,11.0
6,22.0
7,56.0
8,82.0
9,87.0
10,74.0
11,58.0
12,37.0
13,17.0
14,29.0
15,51.0
16,94.0
17,85.0
18,79.0
19,81.0
20,55.0
21,34.0
22,16.0
23,6.0
