hora,viagens
5,4.0
6,27.0
7,65.0
8,76.0
9,70.0
10,66.0
11,73.0
12,51.0
13,42.0
14,37.0
15,48.0
16,74.0
17,103.0
18,82.0
19,70.0
20,43.0
21,28.0
22,18.0
23,7.0
