hora,viagens
5,11.0
6,31.0
7,57.0
8,52.0
9,85.0
10,62.0
11,53.0
12,54.0
13,44.0
14,53.0
15,63.0
16,87.0
17,111.0
18,93.0
19,79.0
20,76.0
21,51.0
22,46.0
23,18.0
