hora,viagens
5,29.0
6,77.0
7,92.0
8,101.0
9,86.0
10,82.0
11,90.0
12,115.0
13,110.0
14,112.0
15,165.0
16,209.0
17,271.0
18,325.0
19,213.0
20,147.0
21,79.0
22,41.0
23,18.0
