hora,viagens
5,19.0
6,50.0
7,70.0
8,94.0
9,86.0
10,82.0
11,85.0
12,83.0
13,67.0
14,52.0
15,65.0
16,128.0
17,153.0
18,118.0
19,87.0
20,82.0
21,65.0
22,20.0
23,15.0
