hora,viagens
5,24.0
6,55.0
7,80.0
8,66.0
9,90.0
10,82.0
11,73.0
12,79.0
13,98.0
14,83.0
15,108.0
16,150.0
17,192.0
18,213.0
19,186.0
20,123.0
21,81.0
22,42.0
23,21.0
