hora,viagens
5,29.0
6,41.0
7,78.0
8,62.0
9,60.0
10,48.0
11,62.0
12,66.0
13,59.0
14,43.0
15,56.0
16,111.0
17,145.0
18,153.0
19,88.0
20,79.0
21,46.0
22,27.0
23,16.0
