hora,viagens
5,13.0
6,35.0
7,78.0
8,99.0
9,89.0
10,72.0
11,47.0
12,35.0
13,23.0
14,29.0
15,60.0
16,87.0
17,110.0
18,95.0
19,80.0
20,60.0
21,40.0
22,14.0
23,10.0
