hora,viagens
5,6.0
6,29.0
7,55.0
8,48.0
9,52.0
10,55.0
11,23.0
12,13.0
13,8.0
14,14.0
15,23.0
16,48.0
17,49.0
18,44.0
19,54.0
20,25.0
21,26.0
22,15.0
23,5.0
