hora,viagens
5,3.0
6,22.0
7,53.0
8,56.0
9,51.0
10,36.0
11,43.0
12,40.0
13,25.0
14,26.0
15,36.0
16,65.0
17,79.0
18,46.0
19,46.0
20,34.0
21,13.0
22,8.0
23,4.0
