Municipios;Postos;Latitude;Longitude;Anos;Meses;Total;Dia1;Dia2;Dia3;Dia4;Dia5;Dia6;Dia7;Dia8;Dia9;Dia10;Dia11;Dia12;Dia13;Dia14;Dia15;Dia16;Dia17;Dia18;Dia19;Dia20;Dia21;Dia22;Dia23;Dia24;Dia25;Dia26;Dia27;Dia28;Dia29;Dia30;Dia31
Solonópole;AÇUDE TIGRE;-5.8848333333333;-39.154916666667;2012;1;88.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.1;0.0;0.0;0.0;0.9;27.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Solonópole;AÇUDE TIGRE;-5.8848333333333;-39.154916666667;2012;2;101.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.3;7.1;15.0;11.0;53.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0;888.0
Solonópole;AÇUDE TIGRE;-5.8848333333333;-39.154916666667;2012;3;51.1;0.0;0.0;0.0;0.0;5.1;0.0;6.4;9.3;0.0;0.0;9.0;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0
Solonópole;AÇUDE TIGRE;-5.8848333333333;-39.154916666667;2012;4;40.5;0.0;5.3;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.2;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Solonópole;AÇUDE TIGRE;-5.8848333333333;-39.154916666667;2012;5;34.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.2;0.0;0.0;0.0;6.2;0.0;0.0;6.2;0.0
Solonópole;AÇUDE TIGRE;-5.8848333333333;-39.154916666667;2012;6;8.5;0.0;0.0;0.0;0.0;0.0;0.0;4.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.3;0.0;888.0
Solonópole;AÇUDE TIGRE;-5.8848333333333;-39.154916666667;2012;7;8.5;0.0;0.0;0.0;0.0;0.0;0.0;4.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.3;0.0;0.0
Solonópole;AÇUDE TIGRE;-5.8848333333333;-39.154916666667;2013;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Solonópole;AÇUDE TIGRE;-5.8848333333333;-39.154916666667;2013;2;61.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.3;0.0;0.0;0.0;8.0;20.0;28.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0;888.0;888.0
Solonópole;AÇUDE TIGRE;-5.8848333333333;-39.154916666667;2013;3;84.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.3;0.0;6.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;12.4;0.0
Solonópole;AÇUDE TIGRE;-5.8848333333333;-39.154916666667;2013;4;149.8;0.0;0.0;0.0;0.0;0.0;22.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;24.4;24.1;0.0;0.0;7.3;8.3;18.3;0.0;0.0;0.0;17.2;888.0
Solonópole;AÇUDE TIGRE;-5.8848333333333;-39.154916666667;2013;5;96.7;0.0;15.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;38.1;0.0;0.0;0.0;5.4;17.2;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Solonópole;AÇUDE TIGRE;-5.8848333333333;-39.154916666667;2013;6;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.3;20.3;0.0;0.0;7.0;0.0;0.0;0.0;0.0;13.3;20.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Solonópole;AÇUDE TIGRE;-5.8848333333333;-39.154916666667;2013;7;59.5;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.2;0.0;0.0;0.0;0.0;21.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Solonópole;AÇUDE TIGRE;-5.8848333333333;-39.154916666667;2013;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
