Municipios;Postos;Latitude;Longitude;Anos;Meses;Total;Dia1;Dia2;Dia3;Dia4;Dia5;Dia6;Dia7;Dia8;Dia9;Dia10;Dia11;Dia12;Dia13;Dia14;Dia15;Dia16;Dia17;Dia18;Dia19;Dia20;Dia21;Dia22;Dia23;Dia24;Dia25;Dia26;Dia27;Dia28;Dia29;Dia30;Dia31
Parambu;PARAMBU;-6.2158611111111;-40.702777777778;1978;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Parambu;PARAMBU;-6.2158611111111;-40.702777777778;1978;2;48.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;7.9;19.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.7;888.0;888.0;888.0
Parambu;PARAMBU;-6.2158611111111;-40.702777777778;1978;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Parambu;PARAMBU;-6.2158611111111;-40.702777777778;1978;4;83.3;0.0;10.5;0.0;17.3;0.0;11.3;0.0;0.0;1.1;0.0;0.0;1.8;1.2;0.0;0.0;0.0;0.0;0.0;6.5;0.0;0.0;1.5;0.0;0.0;0.0;0.0;21.1;6.0;5.0;0.0;888.0
Parambu;PARAMBU;-6.2158611111111;-40.702777777778;1978;5;67.4;7.6;0.0;0.0;11.3;0.0;10.2;0.0;0.0;0.0;8.5;0.0;0.0;0.0;0.0;0.0;4.5;21.0;0.0;0.0;0.0;0.0;3.2;0.0;0.0;1.1;0.0;0.0;0.0;0.0;0.0;0.0
Parambu;PARAMBU;-6.2158611111111;-40.702777777778;1978;6;17.9;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;12.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;0.0;888.0
Parambu;PARAMBU;-6.2158611111111;-40.702777777778;1978;7;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.4;0.0;0.0;0.0;0.0
Parambu;PARAMBU;-6.2158611111111;-40.702777777778;1978;8;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Parambu;PARAMBU;-6.2158611111111;-40.702777777778;1978;9;3.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Parambu;PARAMBU;-6.2158611111111;-40.702777777778;1978;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
