year,month,day,min_tmp
2017,07,16,23.100
2017,07,17,22.400
2017,07,18,22.900
2017,07,19,23.100
2017,07,20,23.800
2017,07,21,22.300
2017,07,22,22.200
2017,07,23,23.600
2017,07,24,22.900
2017,07,25,22.000
2017,07,26,22.200
2017,07,27,21.600
2017,07,28,24.600
2017,07,29,21.900
2017,07,30,
2017,07,31,22.700
2017,08,01,24.400
2017,08,02,23.500
2017,08,03,22.700
2017,08,04,22.800
2017,08,05,23.200
2017,08,06,24.800
2017,08,07,25.000
2017,08,08,22.800
2017,08,09,22.700
2017,08,10,22.800
2017,08,11,22.900
2017,08,12,23.200
2017,08,13,22.400
2017,08,14,24.700
2017,08,15,24.000
2017,08,16,23.300
2017,08,17,22.300
2017,08,18,24.100
2017,08,19,24.500
2017,08,20,24.200
2017,08,21,23.300
2017,08,22,23.200
2017,08,23,23.000
2017,08,24,23.500
2017,08,25,23.100
2017,08,26,
2017,08,27,24.200
2017,08,28,24.100
2017,08,29,23.800
2017,08,30,23.700
2017,08,31,24.900
2017,09,01,23.900
2017,09,02,24.200
2017,09,03,23.300
2017,09,04,22.700
2017,09,05,22.600
2017,09,06,22.800
2017,09,07,23.800
2017,09,08,23.800
2017,09,09,24.200
2017,09,10,25.300
2017,09,11,22.300
2017,09,12,24.000
2017,09,13,23.900
2017,09,14,23.100
2017,09,15,23.200
2017,09,16,22.700
2017,09,17,23.200
2017,09,18,25.100
2017,09,19,22.800
2017,09,20,24.300
2017,09,21,23.000
2017,09,22,24.500
2017,09,23,24.700
2017,09,24,23.700
2017,09,25,24.500
2017,09,26,24.300
2017,09,27,24.900
2017,09,28,24.000
2017,09,29,25.000
2017,09,30,23.500
2017,10,01,23.600
2017,10,02,25.200
2017,10,03,24.200
2017,10,04,24.200
2017,10,05,24.300
2017,10,06,23.600
2017,10,07,24.300
2017,10,08,23.700
2017,10,09,25.200
2017,10,10,24.300
2017,10,11,24.200
2017,10,12,24.500
2017,10,13,23.900
2017,10,14,25.300
2017,10,15,24.700
2017,10,16,24.000
2017,10,17,24.000
2017,10,18,24.400
2017,10,19,25.100
2017,10,20,26.000
2017,10,21,25.600
2017,10,22,25.400
2017,10,23,23.500
2017,10,24,25.800
2017,10,25,24.500
2017,10,26,24.600
2017,10,27,25.400
2017,10,28,25.200
2017,10,29,26.000
2017,10,30,25.000
2017,10,31,25.400
2017,11,01,24.500
2017,11,02,24.600
2017,11,03,26.100
2017,11,04,24.500
2017,11,05,24.900
2017,11,06,25.300
2017,11,07,25.600
2017,11,08,25.300
2017,11,09,24.100
2017,11,10,25.600
2017,11,11,25.000
2017,11,12,23.300
2017,11,13,24.600
2017,11,14,25.500
2017,11,15,25.600
2017,11,16,23.300
2017,11,17,24.200
2017,11,18,24.900
2017,11,19,23.400
2017,11,20,24.800
2017,11,21,24.800
2017,11,22,25.700
2017,11,23,24.800
2017,11,24,25.500
2017,11,25,25.500
2017,11,26,25.300
2017,11,27,26.100
2017,11,28,24.300
2017,11,29,25.100
2017,11,30,26.000
2017,12,01,26.000
2017,12,02,25.100
2017,12,03,25.300
2017,12,04,26.400
2017,12,05,25.400
2017,12,06,26.400
2017,12,07,26.000
2017,12,08,25.400
2017,12,09,24.600
2017,12,10,25.000
2017,12,11,25.300
2017,12,12,25.400
2017,12,13,26.200
2017,12,14,26.000
2017,12,15,24.900
2017,12,16,25.900
2017,12,17,26.500
2017,12,18,26.300
2017,12,19,26.500
2017,12,20,25.700
2017,12,21,25.300
2017,12,22,24.200
2017,12,23,25.700
2017,12,24,24.000
2017,12,25,25.500
2017,12,26,25.900
2017,12,27,26.200
2017,12,28,26.000
2017,12,29,26.000
2017,12,30,26.300
2017,12,31,25.900
