Municipios;Postos;Latitude;Longitude;Anos;Meses;Total;Dia1;Dia2;Dia3;Dia4;Dia5;Dia6;Dia7;Dia8;Dia9;Dia10;Dia11;Dia12;Dia13;Dia14;Dia15;Dia16;Dia17;Dia18;Dia19;Dia20;Dia21;Dia22;Dia23;Dia24;Dia25;Dia26;Dia27;Dia28;Dia29;Dia30;Dia31
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2000;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2000;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2001;1;103.8;6.0;0.0;0.0;8.0;0.0;0.0;50.2;0.0;0.0;0.0;0.0;3.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;3.0;14.6
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2001;2;170.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.4;13.2;0.0;0.0;4.6;23.0;0.0;0.0;0.0;0.0;0.0;2.4;14.0;0.0;0.0;0.0;0.0;43.6;0.0;0.0;4.8;888.0;888.0;888.0
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2001;3;97.2;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.6;0.0;6.0;13.8;28.6;4.2;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;2.2;0.0;0.0;1.0;10.2;0.0;6.4
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2001;4;238.2;0.0;37.0;5.4;3.6;0.0;10.2;0.0;0.0;10.0;23.2;18.0;4.6;0.0;0.0;0.0;13.4;0.0;45.0;35.2;10.4;1.4;0.0;0.0;0.0;0.0;0.0;14.2;6.6;0.0;0.0;888.0
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2001;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2001;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2001;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2001;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2001;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2001;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2001;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2001;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2002;1;340.3;0.0;0.0;0.0;0.0;0.0;67.6;19.0;38.4;0.0;0.0;0.0;35.0;5.4;0.0;100.3;6.0;8.2;0.0;0.0;0.0;0.0;0.0;5.2;14.0;0.0;0.0;0.0;18.2;23.0;0.0;0.0
Santa Quitéria;TRAPIA;-4.1910833333333;-40.320444444444;2002;2;44.8;0.0;0.0;4.8;0.0;0.0;6.6;0.0;0.0;0.0;0.0;0.0;0.0;16.4;0.0;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.6;0.0;0.0;0.0;888.0;888.0;888.0
