,M_0,F_0,O_0,M_3,F_3,O_3,M_4,F_4,O_4,weekday,holiday,workingday,avg_pr,max_pr,min_pr,avg_tmp,min_tmp,max_tmp
2017-02-22,1003.0,448.0,1.0,159.0,96.0,0.0,1.0,1.0,0.0,2,0,1,6.35,16.0,0.0,27.955,24.4,31.75
2017-02-23,1040.0,439.0,0.0,176.0,93.0,0.0,2.0,0.0,0.0,3,0,1,0.55,1.2,0.0,28.118499999999997,25.200000000000003,31.700000000000003
2017-02-24,970.0,387.0,0.0,146.0,72.0,0.0,1.0,2.0,0.0,4,0,1,0.15,0.6,0.0,27.7915,24.9,31.549999999999997
2017-02-25,558.0,300.0,0.0,87.0,42.0,0.0,2.0,0.0,0.0,5,0,1,3.35,8.4,0.0,27.4065,24.9,31.549999999999997
2017-02-26,520.0,307.0,3.0,80.0,44.0,0.0,6.0,1.0,0.0,6,0,0,18.8,26.2,8.0,26.3285,23.549999999999997,30.1
2017-02-27,412.0,246.0,0.0,56.0,54.0,0.0,0.0,3.0,0.0,0,1,0,9.05,20.0,0.0,26.292,23.25,30.5
2017-02-28,521.0,298.0,0.0,86.0,49.0,0.0,2.0,3.0,0.0,1,1,0,17.225,29.7,10.4,26.636,23.4,30.6
2017-03-01,562.0,338.0,0.0,106.0,60.0,0.0,2.0,2.0,0.0,2,0,1,2.125,2.8,1.8,25.9595,24.15,30.4
2017-03-02,842.0,360.0,0.0,130.0,48.0,0.0,6.0,1.0,0.0,3,0,1,36.24999999999999,44.8,28.2,25.486,22.65,30.05
2017-03-03,799.0,293.0,2.0,120.0,47.0,0.0,3.0,1.0,0.0,4,0,1,24.75,44.4,7.4,25.6425,22.6,30.35
2017-03-04,653.0,361.0,1.0,131.0,67.0,0.0,1.0,0.0,0.0,5,0,1,25.15,48.0,8.4,26.7295,23.3,30.049999999999997
2017-03-05,688.0,392.0,8.0,82.0,41.0,0.0,0.0,0.0,0.0,6,0,0,8.05,11.0,5.2,27.378,25.049999999999997,31.05
2017-03-06,1091.0,459.0,0.0,100.0,53.0,0.0,1.0,1.0,0.0,0,0,1,8.2,16.4,5.2,28.006500000000003,24.15,31.85
2017-03-07,992.0,405.0,4.0,108.0,60.0,0.0,5.0,2.0,0.0,1,0,1,0.275,0.5,0.0,27.2135,24.9,30.3
2017-03-08,914.0,379.0,7.0,150.0,68.0,0.0,5.0,1.0,0.0,2,0,1,8.725,11.0,6.3,25.813,24.1,28.6
2017-03-09,650.0,273.0,0.0,148.0,50.0,0.0,1.0,0.0,0.0,3,0,1,81.525,110.0,60.0,26.162,23.0,30.9
2017-03-10,793.0,339.0,0.0,86.0,56.0,0.0,4.0,2.0,0.0,4,0,1,28.0,32.9,23.0,26.508000000000003,22.95,30.75
2017-03-11,636.0,337.0,0.0,103.0,65.0,0.0,1.0,0.0,0.0,5,1,0,4.775,9.2,0.5,26.6175,24.1,30.6
2017-03-12,626.0,358.0,0.0,109.0,50.0,0.0,1.0,2.0,0.0,6,0,0,1.65,4.2,0.4,26.58,24.05,30.05
2017-03-13,828.0,345.0,2.0,135.0,51.0,0.0,14.0,5.0,0.0,0,0,1,15.125,39.2,2.0,26.512999999999998,23.9,30.9
2017-03-14,936.0,377.0,3.0,142.0,83.0,0.0,7.0,4.0,0.0,1,0,1,6.199999999999999,20.2,0.0,27.369999999999997,24.799999999999997,31.5
2017-03-15,1031.0,434.0,0.0,206.0,105.0,0.0,9.0,1.0,0.0,2,0,1,0.6,2.4,0.0,27.197,24.549999999999997,31.15
2017-03-16,997.0,438.0,0.0,152.0,79.0,0.0,2.0,1.0,0.0,3,0,1,3.1499999999999995,6.6,1.0,26.866500000000002,24.6,30.9
2017-03-17,977.0,442.0,0.0,163.0,76.0,0.0,3.0,1.0,0.0,4,0,1,34.175,50.0,17.9,27.069000000000003,22.7,31.55
2017-03-18,707.0,377.0,0.0,121.0,65.0,0.0,10.0,3.0,0.0,5,0,1,3.05,12.2,0.0,27.122,23.5,31.299999999999997
2017-03-19,650.0,434.0,1.0,112.0,67.0,1.0,5.0,5.0,1.0,6,1,0,0.65,1.6,0.0,26.9285,24.0,30.75
2017-03-20,982.0,345.0,6.0,163.0,54.0,0.0,5.0,2.0,0.0,0,0,1,8.3,11.2,5.0,26.938499999999998,23.75,30.95
2017-03-21,1040.0,404.0,0.0,162.0,72.0,0.0,7.0,4.0,0.0,1,0,1,12.325,18.2,9.4,26.546,24.4,31.6
2017-03-22,918.0,320.0,0.0,111.0,41.0,0.0,4.0,2.0,0.0,2,0,1,8.675,17.6,0.3,25.033,23.8,29.3
2017-03-23,842.0,292.0,1.0,130.0,60.0,0.0,5.0,3.0,0.0,3,0,1,30.324999999999996,42.4,14.3,25.158,22.3,
2017-03-24,618.0,224.0,0.0,139.0,49.0,0.0,4.0,0.0,0.0,4,0,1,33.3,51.9,20.8,25.9135,23.4,31.3
2017-03-25,729.0,363.0,0.0,83.0,61.0,0.0,4.0,2.0,0.0,5,1,0,21.3,31.2,14.1,26.6085,24.1,29.55
2017-03-26,508.0,305.0,0.0,76.0,27.0,0.0,3.0,1.0,0.0,6,0,0,0.925,1.8,0.0,26.005000000000003,24.15,30.7
2017-03-27,914.0,400.0,2.0,136.0,76.0,0.0,9.0,2.0,0.0,0,0,1,10.600000000000001,18.0,7.2,26.570999999999998,23.5,30.9
2017-03-28,997.0,422.0,3.0,140.0,62.0,0.0,3.0,0.0,0.0,1,0,1,29.75,37.8,23.0,27.517,23.7,31.85
2017-03-29,1073.0,463.0,1.0,117.0,79.0,0.0,5.0,1.0,0.0,2,0,1,0.0,0.0,0.0,26.9705,23.75,31.400000000000002
2017-03-30,640.0,240.0,0.0,68.0,41.0,0.0,3.0,0.0,0.0,3,0,1,3.0500000000000003,11.4,0.0,26.581500000000002,25.3,30.85
2017-03-31,937.0,376.0,2.0,149.0,73.0,0.0,13.0,8.0,0.0,4,0,1,26.45,29.8,23.0,25.8495,24.25,31.5
2017-04-01,336.0,116.0,1.0,95.0,41.0,0.0,0.0,2.0,0.0,5,0,1,18.525,29.6,7.0,27.36,23.85,
2017-04-02,642.0,410.0,1.0,141.0,90.0,0.0,0.0,1.0,0.0,6,0,0,25.9,55.0,13.4,27.2775,23.4,31.5
2017-04-03,1035.0,441.0,2.0,175.0,83.0,0.0,4.0,1.0,0.0,0,0,1,0.375,1.4,0.0,27.4405,24.8,31.8
2017-04-04,1149.0,377.0,0.0,146.0,70.0,0.0,4.0,3.0,0.0,1,0,1,12.0,27.0,3.4,26.485500000000002,23.5,30.0
2017-04-05,963.0,375.0,1.0,176.0,75.0,0.0,1.0,1.0,0.0,2,0,1,21.875,29.7,13.6,26.7035,23.950000000000003,30.75
2017-04-06,1052.0,431.0,1.0,165.0,87.0,0.0,3.0,0.0,0.0,3,0,1,8.375,11.5,2.8,27.563499999999998,23.799999999999997,31.95
2017-04-07,1004.0,383.0,0.0,147.0,44.0,0.0,0.0,2.0,0.0,4,0,1,0.35,1.4,0.0,27.841500000000003,24.45,31.85
2017-04-08,781.0,390.0,1.0,149.0,68.0,0.0,0.0,3.0,0.0,5,0,1,0.4,1.6,0.0,28.1645,24.55,32.3
2017-04-09,697.0,428.0,1.0,106.0,54.0,0.0,3.0,1.0,0.0,6,0,0,0.05,0.2,0.0,27.572000000000003,24.9,31.1
2017-04-10,1136.0,459.0,0.0,161.0,50.0,0.0,9.0,1.0,0.0,0,0,1,13.75,31.0,1.0,25.5655,24.15,29.6
2017-04-11,808.0,300.0,5.0,132.0,55.0,0.0,1.0,0.0,0.0,1,0,1,71.35,101.2,55.0,26.76,23.200000000000003,31.7
2017-04-12,1176.0,465.0,1.0,239.0,84.0,0.0,4.0,1.0,0.0,2,0,1,29.924999999999997,35.0,24.1,26.735,22.950000000000003,30.45
2017-04-13,694.0,286.0,1.0,136.0,67.0,0.0,5.0,3.0,0.0,3,1,0,16.425,38.2,5.2,26.134,24.15,29.35
2017-04-14,521.0,295.0,1.0,74.0,43.0,0.0,5.0,5.0,0.0,4,1,0,12.15,24.1,0.0,27.0325,24.55,30.65
2017-04-15,630.0,346.0,0.0,63.0,54.0,0.0,3.0,3.0,0.0,5,0,1,3.675,11.0,0.0,27.817999999999998,24.25,32.3
2017-04-16,523.0,361.0,1.0,78.0,37.0,0.0,4.0,0.0,0.0,6,1,0,0.0,0.0,0.0,27.860500000000002,24.700000000000003,32.4
2017-04-17,1023.0,416.0,0.0,170.0,76.0,0.0,4.0,1.0,0.0,0,0,1,0.75,2.0,0.0,27.743499999999997,24.85,32.05
2017-04-18,1078.0,453.0,0.0,156.0,79.0,0.0,2.0,0.0,0.0,1,0,1,0.725,2.9,0.0,27.701,24.1,31.45
2017-04-19,1294.0,543.0,0.0,210.0,69.0,0.0,5.0,0.0,0.0,2,0,1,1.0500000000000003,2.2,0.2,27.959000000000003,24.85,31.950000000000003
2017-04-20,1003.0,361.0,0.0,141.0,53.0,0.0,3.0,0.0,0.0,3,0,1,6.0,11.6,0.0,27.5565,25.1,31.35
2017-04-21,724.0,402.0,0.0,132.0,74.0,0.0,1.0,0.0,0.0,4,1,0,1.55,6.2,0.0,27.475,24.1,31.25
2017-04-22,689.0,350.0,0.0,148.0,79.0,0.0,2.0,1.0,0.0,5,0,1,12.95,25.2,7.0,27.2195,24.3,31.0
2017-04-23,607.0,440.0,1.0,107.0,92.0,0.0,5.0,2.0,0.0,6,0,0,3.8,9.2,0.0,26.6005,24.3,31.0
2017-04-24,791.0,361.0,0.0,129.0,71.0,0.0,10.0,3.0,0.0,0,0,1,34.325,39.1,29.2,26.982,24.1,31.25
2017-04-25,998.0,459.0,0.0,153.0,83.0,0.0,2.0,1.0,0.0,1,0,1,0.8,1.8,0.0,27.699,23.8,31.700000000000003
2017-04-26,1071.0,486.0,1.0,115.0,54.0,0.0,7.0,2.0,0.0,2,0,1,4.166666666666667,6.0,1.3,27.664,24.75,31.15
2017-04-27,999.0,454.0,1.0,131.0,83.0,0.0,2.0,3.0,0.0,3,0,1,3.1666666666666665,4.4,1.9,27.308999999999997,24.6,30.15
2017-04-28,967.0,450.0,3.0,175.0,80.0,0.0,3.0,1.0,0.0,4,0,1,9.35,15.4,4.8,27.427999999999997,25.1,30.65
2017-04-29,696.0,329.0,0.0,74.0,42.0,0.0,2.0,3.0,0.0,5,0,1,3.75,7.5,0.1,27.116500000000002,24.75,30.75
2017-04-30,531.0,391.0,1.0,80.0,42.0,1.0,3.0,1.0,0.0,6,0,0,19.275,34.1,12.2,27.044,23.85,30.8
2017-05-01,729.0,375.0,2.0,99.0,61.0,0.0,3.0,3.0,0.0,0,0,1,2.95,6.2,0.0,27.543,24.05,31.75
2017-05-02,427.0,155.0,0.0,37.0,10.0,0.0,1.0,1.0,0.0,1,0,1,8.05,9.0,7.2,27.6875,23.7,32.1
2017-05-03,805.0,422.0,0.0,134.0,72.0,0.0,5.0,2.0,0.0,2,0,1,0.0,0.0,0.0,27.826500000000003,24.5,31.799999999999997
2017-05-04,975.0,409.0,0.0,164.0,85.0,1.0,7.0,2.0,0.0,3,0,1,3.85,5.8,0.0,27.531,24.3,31.75
2017-05-05,929.0,467.0,3.0,123.0,73.0,0.0,3.0,4.0,0.0,4,0,1,4.5,9.4,0.0,27.619500000000002,24.6,31.8
2017-05-06,748.0,393.0,4.0,86.0,45.0,0.0,1.0,1.0,0.0,5,0,1,0.0,0.0,0.0,27.637,23.950000000000003,31.95
2017-05-07,724.0,358.0,1.0,103.0,63.0,0.0,4.0,0.0,0.0,6,0,0,0.0,0.0,0.0,27.198999999999998,25.2,31.45
2017-05-08,745.0,336.0,1.0,98.0,46.0,0.0,1.0,2.0,0.0,0,0,1,19.950000000000003,23.6,17.0,26.359499999999997,24.7,30.25
2017-05-09,1079.0,479.0,1.0,141.0,73.0,0.0,5.0,2.0,0.0,1,0,1,12.325000000000001,19.2,0.0,26.725,24.4,31.4
2017-05-10,1060.0,511.0,2.0,132.0,77.0,0.0,2.0,0.0,0.0,2,0,1,1.075,3.3,0.0,27.482,24.4,31.65
2017-05-11,1085.0,478.0,2.0,150.0,97.0,1.0,3.0,2.0,0.0,3,0,1,0.5,2.0,0.0,28.0225,25.0,32.35
2017-05-12,995.0,423.0,2.0,149.0,62.0,0.0,5.0,1.0,0.0,4,0,1,5.275,13.6,1.8,27.5195,24.9,32.0
2017-05-13,788.0,367.0,0.0,111.0,74.0,1.0,3.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.481,24.7,32.25
2017-05-14,572.0,298.0,1.0,97.0,32.0,0.0,3.0,1.0,0.0,6,1,0,0.0,0.0,0.0,27.631,24.200000000000003,32.05
2017-05-15,1068.0,472.0,0.0,142.0,77.0,0.0,7.0,3.0,0.0,0,0,1,0.95,3.4,0.0,27.636,24.5,31.799999999999997
2017-05-16,1163.0,535.0,1.0,269.0,102.0,0.0,3.0,3.0,0.0,1,0,1,0.8,3.2,0.0,27.363000000000003,24.200000000000003,32.25
2017-05-17,988.0,498.0,1.0,173.0,67.0,0.0,2.0,0.0,1.0,2,0,1,0.05,0.2,0.0,28.122,25.3,32.1
2017-05-18,1009.0,510.0,5.0,215.0,161.0,0.0,1.0,0.0,0.0,3,0,1,5.0249999999999995,7.5,3.2,28.0965,24.4,31.45
2017-05-19,1028.0,409.0,2.0,156.0,67.0,0.0,1.0,1.0,0.0,4,0,1,0.25,1.0,0.0,28.0,25.4,31.25
2017-05-20,835.0,436.0,1.0,143.0,73.0,0.0,1.0,2.0,0.0,5,0,1,7.300000000000001,10.0,5.4,28.0365,24.7,31.65
2017-05-21,716.0,424.0,3.0,78.0,53.0,0.0,1.0,0.0,0.0,6,0,0,0.7,1.4,0.0,27.875,25.0,31.9
2017-05-22,978.0,492.0,0.0,79.0,44.0,0.0,1.0,0.0,0.0,0,0,1,0.0,0.0,0.0,27.418499999999998,23.45,32.25
2017-05-23,1048.0,525.0,1.0,97.0,46.0,0.0,3.0,1.0,0.0,1,0,1,0.0,0.0,0.0,27.3785,23.6,32.5
2017-05-24,1104.0,508.0,1.0,147.0,72.0,0.0,5.0,2.0,1.0,2,0,1,0.0,0.0,0.0,27.583,24.15,31.5
2017-05-25,1056.0,477.0,0.0,127.0,96.0,0.0,9.0,5.0,1.0,3,0,1,0.0,0.0,0.0,27.444000000000003,23.95,31.65
2017-05-26,1061.0,446.0,1.0,170.0,72.0,1.0,3.0,1.0,0.0,4,0,1,3.375,7.2,1.9,27.4145,24.6,32.0
2017-05-27,707.0,337.0,0.0,87.0,41.0,0.0,3.0,0.0,0.0,5,0,1,0.0,0.0,0.0,26.546999999999997,24.7,30.4
2017-05-28,523.0,333.0,0.0,71.0,41.0,0.0,4.0,3.0,0.0,6,0,0,33.5,47.0,15.0,25.925,23.700000000000003,
2017-05-29,553.0,246.0,0.0,73.0,32.0,0.0,0.0,0.0,0.0,0,0,1,21.3,24.8,14.0,26.86,23.25,31.1
2017-05-30,985.0,450.0,1.0,131.0,66.0,0.0,4.0,2.0,0.0,1,0,1,7.95,16.8,0.0,26.6455,23.1,31.1
2017-05-31,960.0,417.0,0.0,144.0,74.0,0.0,3.0,1.0,0.0,2,0,1,1.4500000000000002,4.4,0.0,27.344,24.4,31.3
2017-06-01,1025.0,459.0,1.0,177.0,95.0,0.0,1.0,0.0,0.0,3,0,1,0.5750000000000001,2.2,0.0,27.6135,24.25,31.95
2017-06-02,1030.0,487.0,0.0,195.0,73.0,0.0,1.0,0.0,0.0,4,0,1,0.0,0.0,0.0,27.688000000000002,24.6,31.6
2017-06-03,755.0,331.0,0.0,124.0,55.0,0.0,3.0,0.0,0.0,5,0,1,0.8500000000000001,3.2,0.0,27.509,24.7,32.0
2017-06-04,598.0,377.0,0.0,110.0,50.0,0.0,1.0,2.0,0.0,6,0,0,0.575,2.0,0.0,27.833,24.6,31.6
2017-06-05,1018.0,496.0,2.0,164.0,83.0,1.0,0.0,0.0,0.0,0,0,1,6.55,18.0,1.0,27.341,24.299999999999997,31.5
2017-06-06,1096.0,529.0,0.0,142.0,91.0,0.0,7.0,0.0,0.0,1,0,1,0.0,0.0,0.0,27.364,23.5,31.5
2017-06-07,1122.0,492.0,1.0,193.0,77.0,0.0,6.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.416999999999998,23.5,
2017-06-08,1067.0,478.0,0.0,165.0,75.0,0.0,3.0,3.0,0.0,3,0,1,0.0,0.0,0.0,27.608,23.0,32.5
2017-06-09,1033.0,397.0,0.0,205.0,81.0,0.0,1.0,2.0,0.0,4,0,1,0.0,0.0,0.0,28.217,25.3,
2017-06-10,683.0,320.0,0.0,116.0,57.0,0.0,2.0,3.0,0.0,5,0,1,0.0,0.0,0.0,28.011999999999997,24.7,31.200000000000003
2017-06-11,596.0,376.0,0.0,94.0,67.0,0.0,2.0,3.0,0.0,6,0,0,0.2,0.8,0.0,26.9965,24.7,30.65
2017-06-12,855.0,365.0,0.0,157.0,68.0,0.0,4.0,2.0,0.0,0,0,1,18.85,22.8,15.4,27.075,23.6,31.549999999999997
2017-06-13,986.0,459.0,0.0,188.0,70.0,0.0,6.0,0.0,0.0,1,0,1,0.0,0.0,0.0,27.658499999999997,24.0,31.65
2017-06-14,962.0,429.0,1.0,162.0,83.0,0.0,5.0,0.0,0.0,2,0,1,0.0,0.0,0.0,27.095999999999997,24.3,31.549999999999997
2017-06-15,718.0,417.0,0.0,159.0,62.0,0.0,1.0,1.0,0.0,3,1,0,0.0,0.0,0.0,26.27,23.200000000000003,31.15
2017-06-16,863.0,438.0,3.0,138.0,52.0,1.0,5.0,1.0,0.0,4,0,1,4.75,7.0,0.0,26.470999999999997,23.4,31.1
2017-06-17,705.0,436.0,2.0,81.0,75.0,0.0,2.0,2.0,0.0,5,0,1,0.0,0.0,0.0,26.7505,23.2,31.7
2017-06-18,624.0,389.0,0.0,85.0,62.0,0.0,4.0,2.0,0.0,6,0,0,0.0,0.0,0.0,27.221,23.95,31.6
2017-06-19,897.0,461.0,1.0,148.0,72.0,3.0,5.0,0.0,0.0,0,0,1,5.45,11.0,0.0,27.095,24.049999999999997,31.25
2017-06-20,926.0,444.0,1.0,149.0,83.0,0.0,2.0,2.0,0.0,1,0,1,0.0,0.0,0.0,27.540999999999997,24.6,31.5
2017-06-21,940.0,464.0,0.0,118.0,90.0,0.0,1.0,2.0,0.0,2,0,1,0.0,0.0,0.0,27.189999999999998,24.3,31.5
2017-06-22,967.0,451.0,0.0,128.0,54.0,0.0,2.0,1.0,0.0,3,0,1,0.0,0.0,0.0,26.896,23.6,31.849999999999998
2017-06-23,880.0,412.0,0.0,122.0,53.0,2.0,2.0,2.0,0.0,4,0,1,0.0,0.0,0.0,26.897,23.049999999999997,31.4
2017-06-24,734.0,347.0,3.0,80.0,47.0,1.0,2.0,0.0,0.0,5,0,1,0.0,0.0,0.0,27.275,24.05,32.4
2017-06-25,594.0,324.0,0.0,97.0,43.0,0.0,3.0,2.0,0.0,6,0,0,0.0,0.0,0.0,27.761999999999997,24.25,31.8
2017-06-26,923.0,431.0,0.0,154.0,73.0,0.0,3.0,1.0,0.0,0,0,1,0.0,0.0,0.0,27.558,24.55,31.549999999999997
2017-06-27,1012.0,501.0,0.0,204.0,69.0,0.0,2.0,0.0,0.0,1,0,1,0.0,0.0,0.0,27.538,24.35,31.2
2017-06-28,902.0,392.0,1.0,216.0,90.0,2.0,5.0,1.0,0.0,2,0,1,0.0,0.0,0.0,27.2155,24.6,31.4
2017-06-29,953.0,447.0,0.0,180.0,81.0,0.0,5.0,1.0,0.0,3,0,1,1.8,3.8,0.0,26.0815,23.5,29.65
2017-06-30,869.0,428.0,4.0,245.0,103.0,2.0,3.0,0.0,0.0,4,0,1,0.6,2.4,0.0,25.942999999999998,24.0,30.2
2017-07-01,691.0,416.0,1.0,136.0,69.0,0.0,1.0,0.0,0.0,5,0,1,0.5,2.0,0.0,26.294,23.950000000000003,31.4
2017-07-02,668.0,477.0,0.0,100.0,63.0,0.0,5.0,2.0,0.0,6,0,0,1.45,3.4,0.0,26.625,23.65,31.450000000000003
2017-07-03,803.0,386.0,0.0,134.0,72.0,0.0,5.0,3.0,0.0,0,0,1,8.3,14.6,0.0,26.4735,22.7,31.9
2017-07-04,906.0,445.0,2.0,176.0,111.0,0.0,3.0,4.0,0.0,1,0,1,0.0,0.0,0.0,26.8735,21.85,31.700000000000003
2017-07-05,958.0,470.0,0.0,178.0,92.0,0.0,6.0,1.0,0.0,2,0,1,0.0,0.0,0.0,26.441,23.3,30.5
2017-07-06,1004.0,483.0,0.0,178.0,98.0,0.0,2.0,0.0,0.0,3,0,1,3.0999999999999996,6.0,0.0,26.221,23.6,30.3
2017-07-07,885.0,467.0,0.0,141.0,77.0,0.0,5.0,1.0,0.0,4,0,1,0.0,0.0,0.0,27.143,23.200000000000003,32.3
2017-07-08,639.0,377.0,0.0,108.0,50.0,0.0,1.0,2.0,0.0,5,0,1,0.0,0.0,0.0,27.257,23.65,32.5
2017-07-09,726.0,474.0,1.0,113.0,88.0,0.0,1.0,1.0,0.0,6,1,0,0.0,0.0,0.0,27.3475,23.9,31.849999999999998
2017-07-10,807.0,422.0,1.0,138.0,93.0,0.0,2.0,2.0,0.0,0,0,1,0.0,0.0,0.0,27.1955,24.45,31.55
2017-07-11,861.0,435.0,0.0,163.0,70.0,0.0,5.0,2.0,0.0,1,0,1,0.0,0.0,0.0,26.8205,24.05,31.75
2017-07-12,980.0,499.0,0.0,138.0,91.0,0.0,5.0,1.0,0.0,2,0,1,0.0,0.0,0.0,26.261,22.35,32.0
2017-07-13,914.0,493.0,2.0,128.0,74.0,0.0,5.0,0.0,0.0,3,0,1,0.0,0.0,0.0,26.3365,22.25,32.2
2017-07-14,931.0,470.0,0.0,198.0,91.0,0.0,3.0,1.0,0.0,4,0,1,0.0,0.0,0.0,26.384,22.4,32.25
2017-07-15,747.0,418.0,0.0,119.0,42.0,0.0,2.0,2.0,0.0,5,0,1,0.0,0.0,0.0,26.819000000000003,23.05,31.7
2017-07-16,706.0,473.0,1.0,65.0,56.0,0.0,0.0,1.0,0.0,6,0,0,0.0,0.0,0.0,26.713,23.35,32.3
2017-07-17,922.0,487.0,2.0,126.0,80.0,0.0,4.0,2.0,1.0,0,0,1,0.0,0.0,0.0,26.055999999999997,22.4,30.95
2017-07-18,1005.0,535.0,1.0,146.0,94.0,0.0,2.0,2.0,0.0,1,0,1,0.0,0.0,0.0,26.5315,23.049999999999997,29.8
2017-07-19,938.0,492.0,2.0,103.0,67.0,3.0,9.0,6.0,0.0,2,0,1,0.0,0.0,0.0,26.8765,23.35,32.8
2017-07-20,745.0,363.0,0.0,115.0,56.0,0.0,2.0,3.0,0.0,3,0,1,7.65,22.0,2.2,25.712,23.8,
2017-07-21,723.0,352.0,3.0,94.0,46.0,0.0,6.0,2.0,0.0,4,0,1,43.900000000000006,52.8,34.2,26.12,22.3,30.6
2017-07-22,711.0,351.0,4.0,102.0,43.0,0.0,3.0,0.0,0.0,5,0,1,0.975,3.9,0.0,26.124000000000002,22.299999999999997,30.6
2017-07-23,729.0,469.0,0.0,59.0,61.0,0.0,1.0,5.0,0.0,6,0,0,0.0,0.0,0.0,26.742,23.55,31.400000000000002
2017-07-24,913.0,531.0,3.0,130.0,60.0,0.0,4.0,2.0,0.0,0,0,1,0.0,0.0,0.0,26.634500000000003,23.0,31.95
2017-07-25,856.0,442.0,5.0,114.0,73.0,0.0,3.0,0.0,0.0,1,0,1,0.0,0.0,0.0,26.4895,22.2,32.1
2017-07-26,914.0,417.0,2.0,203.0,115.0,0.0,2.0,0.0,0.0,2,0,1,0.0,0.0,0.0,26.381500000000003,22.35,31.5
2017-07-27,732.0,353.0,0.0,97.0,53.0,0.0,0.0,1.0,0.0,3,0,1,0.0,0.0,0.0,26.771500000000003,21.65,31.8
2017-07-28,750.0,378.0,2.0,84.0,37.0,1.0,1.0,1.0,0.0,4,0,1,0.0,0.0,0.0,26.8,24.6,31.85
2017-07-29,725.0,441.0,1.0,83.0,36.0,0.0,5.0,0.0,0.0,5,0,1,0.0,0.0,0.0,26.4215,21.95,31.8
2017-07-30,671.0,432.0,3.0,64.0,37.0,0.0,3.0,1.0,0.0,6,0,0,0.0,0.0,0.0,26.5075,21.4,31.35
2017-07-31,876.0,445.0,3.0,85.0,26.0,0.0,3.0,0.0,0.0,0,0,1,0.0,0.0,0.0,26.963499999999996,23.15,31.2
2017-08-01,879.0,455.0,6.0,78.0,42.0,0.0,4.0,2.0,0.0,1,0,1,0.0,0.0,0.0,27.1605,24.4,31.65
2017-08-02,944.0,497.0,6.0,97.0,70.0,0.0,3.0,2.0,0.0,2,0,1,0.0,0.0,0.0,27.000500000000002,23.55,31.85
2017-08-03,968.0,447.0,10.0,126.0,74.0,0.0,4.0,1.0,0.0,3,0,1,0.0,0.0,0.0,26.5315,22.95,30.85
2017-08-04,981.0,436.0,8.0,177.0,85.0,0.0,7.0,2.0,0.0,4,0,1,0.0,0.0,0.0,26.555,22.75,30.4
2017-08-05,734.0,407.0,2.0,128.0,58.0,1.0,6.0,0.0,0.0,5,0,1,0.0,0.0,0.0,26.545499999999997,23.35,30.5
2017-08-06,771.0,491.0,3.0,204.0,92.0,0.0,4.0,3.0,0.0,6,0,0,0.0,0.0,0.0,27.112000000000002,24.1,30.95
2017-08-07,940.0,449.0,6.0,152.0,92.0,1.0,7.0,0.0,0.0,0,0,1,0.0,0.0,0.0,26.980999999999998,25.0,32.0
2017-08-08,891.0,452.0,7.0,114.0,72.0,0.0,4.0,2.0,0.0,1,0,1,0.0,0.0,0.0,27.006,22.950000000000003,32.3
2017-08-09,885.0,431.0,6.0,85.0,53.0,0.0,5.0,1.0,0.0,2,1,0,0.0,0.0,0.0,26.774,22.75,31.6
2017-08-10,869.0,395.0,5.0,129.0,47.0,2.0,2.0,2.0,0.0,3,0,1,0.0,0.0,0.0,26.609,22.950000000000003,30.7
2017-08-11,891.0,359.0,1.0,155.0,29.0,0.0,2.0,2.0,0.0,4,0,1,0.0,0.0,0.0,26.7085,23.0,31.200000000000003
2017-08-12,697.0,327.0,0.0,116.0,50.0,0.0,1.0,0.0,0.0,5,0,1,0.05,0.2,0.0,26.846,22.799999999999997,32.55
2017-08-13,597.0,377.0,0.0,67.0,47.0,0.0,1.0,0.0,0.0,6,1,0,0.0,0.0,0.0,27.04,22.5,31.9
2017-08-14,780.0,344.0,1.0,80.0,28.0,0.0,3.0,1.0,0.0,0,0,1,0.0,0.0,0.0,27.006,24.7,30.7
2017-08-15,821.0,506.0,1.0,170.0,81.0,0.0,3.0,2.0,0.0,1,1,0,0.325,1.3,0.0,26.579,24.3,30.450000000000003
2017-08-16,1017.0,457.0,4.0,135.0,67.0,0.0,6.0,4.0,0.0,2,0,1,0.0,0.0,0.0,26.705,23.5,31.3
2017-08-17,936.0,431.0,4.0,141.0,70.0,0.0,3.0,1.0,0.0,3,0,1,0.0,0.0,0.0,26.834000000000003,22.450000000000003,31.4
2017-08-18,985.0,390.0,1.0,137.0,77.0,1.0,4.0,1.0,0.0,4,0,1,0.0,0.0,0.0,27.074,24.25,30.799999999999997
2017-08-19,741.0,379.0,2.0,133.0,80.0,1.0,1.0,2.0,0.0,5,0,1,0.0,0.0,0.0,27.076999999999998,24.5,31.0
2017-08-20,663.0,448.0,0.0,174.0,93.0,0.0,1.0,0.0,0.0,6,0,0,0.0,0.0,0.0,27.116,24.25,31.7
2017-08-21,773.0,394.0,3.0,107.0,69.0,0.0,5.0,2.0,0.0,0,0,1,0.0,0.0,0.0,27.1565,23.3,31.7
2017-08-22,1012.0,397.0,6.0,153.0,54.0,1.0,2.0,0.0,0.0,1,0,1,0.0,0.0,0.0,27.213,23.35,31.4
