F_0,M_0,O_0,dia,media_viagens
38.962046083333334,33.95650197201017,28.564383333333332,2015-01-13,36.08272054180123
41.47982282608695,35.818155673758866,40.95104333333334,2015-01-14,38.22873007799254
39.17176533149171,30.263863665254238,29.31391111111111,2015-01-15,34.11309968140183
41.21381504854369,35.222992129629624,65.86960833333333,2015-01-16,37.678008194266155
43.698742587476985,39.946139311957246,45.803650000000005,2015-01-17,41.53874917052469
59.321687887989206,59.04933529222864,81.82988333333333,2015-01-18,59.204485913872446
39.01298640226629,28.345395266666667,40.28326666666667,2015-01-19,32.768811592505855
37.23330621536026,30.950355271176115,25.496337500000003,2015-01-20,33.649230041152265
36.98356328056288,28.30573094729345,53.91583333333333,2015-01-21,32.21434952830189
36.684583509700175,28.19380256916996,26.579054166666666,2015-01-22,31.800847841591594
43.34268110403397,32.92979117021277,0.0,2015-01-23,37.10025984268707
41.34486735930736,41.28826503968254,0.0,2015-01-24,41.31533571428571
61.34271603078982,60.757660465116274,82.69085833333334,2015-01-25,61.102186742034945
38.172953770949725,31.85198507014028,16.58945,2015-01-26,34.47161707459207
38.57156408888889,30.444143505632866,24.503833333333333,2015-01-27,33.90471507394767
49.3812501826484,31.782884311868685,33.193333333333335,2015-01-28,38.96947714392245
34.66618762541806,29.115138337012507,51.75331111111112,2015-01-29,31.403453907284767
37.182335205314004,30.99769620071685,34.92684666666666,2015-01-30,33.312181613047365
41.44515526315789,37.21550117924528,60.032,2015-01-31,39.010605898491086
59.36733990857946,54.38296485580147,50.84663333333333,2015-02-01,56.80384986296677
32.11606164021164,26.730252488687782,0.0,2015-02-02,28.971375187142225
31.827120989583328,27.156561900065746,53.899,2015-02-03,28.99390652173913
34.217796158192094,33.32169652623799,24.773361111111114,2015-02-04,33.640393969737424
30.459847124183007,24.473721901462664,12.59375,2015-02-05,26.65155086956522
30.46496264737407,25.605278329393222,35.621766666666666,2015-02-06,27.675180793650792
43.43233037323038,37.64667829554996,35.63492777777777,2015-02-07,39.91139549822964
58.33569861673415,55.8500358496732,79.00705,2015-02-08,57.09488601990049
32.127729183673466,30.39841094727435,19.287388888888888,2015-02-09,31.026993719806757
35.83096,27.25647760416667,0.0,2015-02-10,30.434614044377206
44.519211744022506,30.774975523560208,0.0,2015-02-11,36.03730829294561
30.08288733974359,26.18044610328639,0.0,2015-02-12,27.62220059206631
43.17786502590673,27.912675088967973,0.0,2015-02-13,34.12824820675105
51.649323061224486,59.44866681818182,61.96338333333333,2015-02-14,56.13560344328704
53.21844964646464,49.61233653238547,89.18616666666667,2015-02-15,51.24525971668879
49.76437519157088,43.00484918173988,87.00588333333333,2015-02-16,46.315998597919496
49.65403562753036,44.697174879227056,0.0,2015-02-17,46.765324549549554
41.94268068965518,36.39843544905009,23.082333333333334,2015-02-18,38.7305872418879
33.66162700854701,27.843770568400775,0.0,2015-02-19,29.940779821318547
31.47171454248366,29.71233351351351,0.0,2015-02-20,30.337618757259
52.976488559322036,41.46641832229581,0.0,2015-02-21,46.515445415117725
60.87776074270557,50.685431893004115,0.0,2015-02-22,55.59912495737425
38.316570250896056,29.71393129032258,0.0,2015-02-23,32.939920900537636
33.169119061876245,31.4780517495396,0.0,2015-02-24,32.011904757403904
36.54677278106509,30.851271558441553,47.15145,2015-02-25,32.61494702702702
32.23003471582181,22.245819088937093,0.0,2015-02-26,25.441357128810225
41.70544954128441,24.612621243325705,0.0,2015-02-27,30.30153203562341
42.069716796875,41.43040693641618,0.0,2015-02-28,41.70227292358803
60.68024949584815,57.73917005119454,100.91283333333334,2015-03-01,59.215288685813746
31.51152739273928,27.855610349127186,0.0,2015-03-02,29.08031224433389
34.21836437198067,33.792773074369194,0.0,2015-03-03,33.94375404884319
32.18458792517007,25.48774512195122,0.0,2015-03-04,27.868484885126968
28.23378886925795,25.061407615480647,0.0,2015-03-05,26.160286311709505
31.128712857142858,22.872083333333332,0.0,2015-03-06,25.733291584158415
37.27079613095238,31.165713690476192,0.0,2015-03-07,33.38574366883117
58.811780595482546,55.800018360433604,0.0,2015-03-08,57.29820856315969
31.449058974358977,19.961587663230244,0.0,2015-03-09,23.970638053691278
36.61048518518519,25.807382245024876,0.0,2015-03-10,29.505622392638035
37.17046984346225,23.721365958605666,0.0,2015-03-11,28.719903542094457
33.84869510135135,23.83033680336488,0.0,2015-03-12,27.018975573476702
34.96175486542443,27.364866713814244,0.0,2015-03-13,29.74212423064464
37.93158491512346,34.03136672176309,37.21749166666667,2015-03-14,35.65914969521976
54.88425176282052,47.06269999999999,15.828866666666666,2015-03-15,50.60808677949472
26.482678296988574,23.865062807276303,0.0,2015-03-16,24.70615847514181
30.68998449074074,23.1831168699187,0.0,2015-03-17,25.954883376068377
31.416518444995862,24.152030579096042,0.0,2015-03-18,26.78712383738374
48.240233577633006,38.14124170022371,28.35652380952381,2015-03-19,42.63047155929721
34.469795741195746,26.351228432700992,52.73655,2015-03-20,29.25754799301919
42.36665395136778,32.19719836309525,45.318,2015-03-21,35.97121149812734
55.27914808016878,48.11755446680791,42.768521428571425,2015-03-22,51.34570824238943
33.368392786738355,26.807769946699466,0.0,2015-03-23,28.867307243319267
32.70643665884194,27.607985570724306,0.0,2015-03-24,29.272307535121328
50.67040325564188,43.77673237965486,58.40542222222223,2015-03-25,46.89647478802993
27.973527682403432,26.360213255977495,42.9474,2015-03-26,26.937190173953923
29.745391788448153,25.133333762376235,44.6565125,2015-03-27,26.665328745255636
41.34157837423313,33.89182140819965,34.108016666666664,2015-03-28,36.9417515484411
52.85517608386638,49.0225138018018,26.85033333333333,2015-03-29,50.926370563002685
35.97094933333333,25.114737188339088,0.0,2015-03-30,28.81852450088451
31.57845325925926,28.741442788461544,55.38872083333333,2015-03-31,29.736582230215827
29.691596172581768,22.8381364800759,25.629405555555554,2015-04-01,24.98083244357639
34.11942353308365,29.936053284258207,41.55569583333333,2015-04-02,31.568949321637426
47.7439721723966,41.03585313131313,38.76028055555556,2015-04-03,44.01857193333333
44.287467134685386,37.51261756808592,36.20800833333334,2015-04-04,40.361059989035084
54.00527042949449,47.576031726694914,27.309479166666666,2015-04-05,50.57018696008748
31.272600094517962,24.341138603055818,0.0,2015-04-06,26.63572128702545
32.25523535694211,26.787238334742177,90.28116666666666,2015-04-07,28.68235087176603
28.37909090121317,25.336398191430163,24.0379,2015-04-08,26.324199540165168
28.93386946902655,25.365648423876593,12.466216666666666,2015-04-09,26.471340532135454
33.13120120087336,26.353178066971083,0.0,2015-04-10,28.352105687915863
43.109658799019606,33.67251110041707,25.27362777777778,2015-04-11,37.38451097560976
57.33988351688693,51.41897619273302,29.468474999999998,2015-04-12,54.10752822402982
32.65591615323854,30.10425281602003,75.47183333333334,2015-04-13,31.058902929953668
30.801227805695145,28.04769117410535,68.09538333333333,2015-04-14,28.9727361834962
33.58857560073937,25.598215464895635,39.10243333333333,2015-04-15,28.31518855472013
29.05707943317733,27.23912313432836,24.201616666666666,2015-04-16,27.889647811447812
31.334103468697126,24.9554576663972,21.2685,2015-04-17,27.014557016584654
37.782653741496596,32.06301991322561,23.134475000000002,2015-04-18,34.23050699223086
58.476615151515155,49.80957993026499,94.98704166666666,2015-04-19,53.811898210750726
35.070657553366175,27.975592150170648,39.27238333333333,2015-04-20,30.40667611298167
47.643787166195416,42.716576896086366,65.81783958333332,2015-04-21,45.065787051504635
26.171355340848095,23.289260401995303,16.14595,2015-04-22,24.30327499051953
29.635778580858084,28.095990709570955,24.000129166666667,2015-04-23,28.59711607417161
31.34513500837521,27.66441472545757,0.0,2015-04-24,28.579993895833333
47.062177754532776,39.1332715034965,46.929249999999996,2015-04-25,42.193184406870635
53.62008184786157,51.423034038883664,54.82043958333334,2015-04-26,52.50829458253665
28.95847329842932,26.463596794313897,29.962333333333333,2015-04-27,27.295322257690078
28.690634039087946,24.199375669515668,46.032466666666664,2015-04-28,25.77919207237456
27.707160062893085,26.00008361013986,62.59271666666667,2015-04-29,26.597200626929013
31.16964196372733,27.472319284467716,55.29805555555556,2015-04-30,28.693573860483554
49.328272809773125,47.646314452423695,42.035808333333335,2015-05-01,48.41649756156446
38.01376671724836,34.13363923679061,66.82761041666666,2015-05-02,35.80241116044997
54.77062443967573,49.639127696969695,44.631525,2015-05-03,51.9830995303626
29.51574650447428,24.682051988636363,45.450500000000005,2015-05-04,26.44893156993148
30.979847710776102,23.590643221553453,0.0,2015-05-05,26.09709497159091
29.61360162074554,25.49059199172577,49.882666666666665,2015-05-06,26.96154789996182
33.18479844756883,25.461391045454544,0.0,2015-05-07,28.094476013580987
29.759185299625468,25.91948842788597,0.0,2015-05-08,27.115055850340134
37.150640390390386,31.866737590975255,0.0,2015-05-09,33.86032430319511
50.99110650474595,41.71508186392915,36.330888888888886,2015-05-10,45.58177243230626
28.400935339506173,26.184559775214435,0.0,2015-05-11,26.902521865626873
32.35925214521452,27.092144606999426,0.0,2015-05-12,29.084571054039593
33.888126438492066,30.30979451515151,7.563716666666667,2015-05-13,31.653219768753523
34.86335100651273,26.808398262548263,0.0,2015-05-14,29.64450732749635
34.698640684713375,25.348344236229416,0.0,2015-05-15,28.60693811505734
39.025065368639666,30.641077554027504,43.94023333333333,2015-05-16,33.90773428485576
53.678873229613735,47.12106171899778,41.18293611111111,2015-05-17,50.17598960951902
31.142772797527048,23.557605384615385,0.0,2015-05-18,26.25854281783159
29.087881657223797,23.08138546904569,17.1352,2015-05-19,25.25581788534157
29.069637733142034,24.29066190266784,36.321891666666666,2015-05-20,26.11800864197531
31.213006971153845,27.520701905990254,26.751633333333334,2015-05-21,28.807711533445126
31.885199720357946,27.552681628264207,35.04905,2015-05-22,29.092323216409035
41.98416849002849,32.918043092783506,0.0,2015-05-23,36.328771939978566
52.01149332019272,44.544611841599384,8.6645,2015-05-24,48.01079765704932
31.22674058219178,26.278992102759275,0.0,2015-05-25,28.04626128440367
26.16465474112856,22.193603035935563,28.260277777777777,2015-05-26,23.581988418079096
27.680843690095845,23.13154927849928,72.16505000000001,2015-05-27,24.783778837165826
27.19894268219833,23.17780108108108,41.71149583333333,2015-05-28,24.56412392344498
33.15287551085568,24.97877287641828,35.28695,2015-05-29,27.640162031864268
36.80947289473684,32.649075350593314,29.142179166666665,2015-05-30,34.21962765933822
52.140658440937344,45.783261449115045,80.30592333333334,2015-05-31,48.64983617683687
27.389214757575754,22.937771696069326,32.607373333333335,2015-06-01,24.46757665441177
27.74412865546218,23.462297709190672,56.63847777777778,2015-06-02,24.922428957528957
31.168704600853136,24.765236549192366,15.488666666666667,2015-06-03,26.84094686076451
48.61240018372703,39.850150981481484,46.11587916666667,2015-06-04,43.488617649600336
33.942906334688345,23.649124984365223,13.177333333333333,2015-06-05,26.890990688475522
39.95393354661792,29.165954916476842,69.73258333333334,2015-06-06,33.35807654753562
56.050568319559225,47.76324898203593,73.74107222222223,2015-06-07,51.66000557331628
28.081397458172457,23.588700195503424,0.0,2015-06-08,25.098899534934024
28.39590557441992,23.55205334155026,0.0,2015-06-09,25.131803599114065
33.63135567307692,26.470355375375377,0.0,2015-06-10,28.75484626789366
28.339534869739477,25.19762524302289,0.0,2015-06-11,26.201346692274864
27.25984453900709,23.412496432800474,0.0,2015-06-12,24.54548741645781
34.514701518087854,28.582992226292227,0.0,2015-06-13,30.875697840199752
51.475005172413795,44.21695756768753,75.52111666666667,2015-06-14,47.570870179856115
35.491671316526606,25.066499158091673,39.97421666666666,2015-06-15,28.800964714714713
32.8286811728395,25.637360518867922,46.56755,2015-06-16,28.07598846554237
30.040524310344832,23.540764442493415,0.0,2015-06-17,25.733818964514253
34.59803318940702,24.127345854847967,24.71852222222222,2015-06-18,27.604582951070338
31.158120109395114,25.39249558080808,0.0,2015-06-19,27.143136557248926
33.980621411625144,28.28900634735202,18.00595,2015-06-20,30.518308597231993
54.25960935590033,45.70571813246472,47.61416666666667,2015-06-21,49.424177553104585
31.589028692810462,25.503945774867475,0.0,2015-06-22,27.469362043487436
31.99828371028541,23.701874751048216,0.0,2015-06-23,26.417621523003703
30.33941547222222,23.8075512987013,0.0,2015-06-24,25.946808124090246
29.748806124721607,24.006239702319142,0.0,2015-06-25,25.83231075306893
30.203767275185935,23.916448368200836,0.0,2015-06-26,25.752732859399686
37.602420975783474,30.01683024475524,22.943766666666665,2015-06-27,32.65746972201352
57.41352960694231,45.56528425598744,32.54487916666666,2015-06-28,50.668088103142985
31.19725522988506,26.221425804093567,0.0,2015-06-29,27.899321773255817
32.33337497055359,26.514141074681238,45.08883333333333,2015-06-30,28.513442256902756
39.45859893378227,31.14343422337066,0.0,2015-07-01,33.957797663817665
31.620952341849147,30.022717652250662,22.771035714285716,2015-07-02,30.511503692733015
36.04602713675213,26.2186708461802,8.474205555555555,2015-07-03,29.36684906509695
37.247869686274505,28.7818018469657,46.79845,2015-07-04,31.848563136427565
51.3825811827957,38.422200877192985,34.43156666666667,2015-07-05,43.20624785871965
34.2605953015873,27.617708666017528,0.0,2015-07-06,29.864819158075605
30.637436677454154,26.296612317105613,48.51495,2015-07-07,27.752600640683394
37.59569569321534,28.23690886684701,0.0,2015-07-08,31.395639187574673
31.493505494168204,24.825468220463208,11.893058333333332,2015-07-09,26.962733036068173
37.065936134453786,31.27061641815772,9.434833333333334,2015-07-10,33.11602194875253
38.86298779342722,37.25473270478507,22.878,2015-07-11,37.849373648989896
56.591099881460416,46.19721157232704,82.82838333333332,2015-07-12,51.18061765358172
36.73612532051282,28.630162805662803,40.852066666666666,2015-07-13,31.51943096125958
32.41975399026764,26.841418824839877,40.69809444444444,2015-07-14,28.890612254641912
32.35906358520901,27.004485790508287,39.408883333333335,2015-07-15,28.851420478821364
31.866215978456015,24.333866587377102,45.661461111111116,2015-07-16,26.977877384647215
29.492089056457846,25.133703500397772,0.0,2015-07-17,26.613974717625425
47.10836759075908,31.366364803049553,26.902397619047623,2015-07-18,37.46217976648704
50.8762760307998,45.899297848152656,47.226083333333335,2015-07-19,48.13638347835788
34.521954292929294,29.877230620915032,18.585808333333333,2015-07-20,31.444863688172045
35.82083969907407,28.734287160025303,14.981066666666667,2015-07-21,31.228524463519314
31.637720347467614,30.700753087617198,61.10511666666667,2015-07-22,31.051646599916563
30.27422481884058,25.811216631871954,55.3569,2015-07-23,27.461200882417828
29.786095114942526,24.877150835840855,53.48311666666667,2015-07-24,26.581805361842108
36.328286785009865,33.16978075601374,38.33688333333333,2015-07-25,34.42097207943925
51.1883868466899,43.29599019734019,15.076055555555556,2015-07-26,46.5792810930576
32.931782112211216,27.01422988953866,10.87845,2015-07-27,28.954326555700607
31.09655134952766,27.56008071002199,0.0,2015-07-28,28.68356398713826
32.49376160337553,25.005509164420484,25.64309,2015-07-29,27.485575892679037
29.469335797905114,24.401380315194768,0.0,2015-07-30,26.051057761732853
33.7326692687747,25.732188320463315,0.0,2015-07-31,28.357508268482487
37.14400377296588,32.53027635402906,54.39551666666667,2015-08-01,34.430409831756045
55.83686171827565,48.43499750957854,74.65694166666665,2015-08-02,51.73577324244854
30.83925978723404,23.961644794794797,26.368783333333333,2015-08-03,26.162247641723354
25.95045928725702,24.01499801833777,0.0,2015-08-04,24.578594601677153
27.251647566235366,22.50169842303241,0.0,2015-08-05,24.019549862177595
30.057467189421892,24.95389282780411,0.0,2015-08-06,26.68597629931121
27.788580648769575,24.983125616994688,39.79716666666667,2015-08-07,25.820651980198022
33.229725688073394,28.795358298850573,27.35925625,2015-08-08,30.439409081836324
53.549923195229134,42.53141687384898,0.0,2015-08-09,47.193430305444885
28.11513587458746,23.182321813073056,0.0,2015-08-10,24.708713419117643
25.301668166666666,22.545002688172044,26.851166666666668,2015-08-11,23.41678005464481
29.159932276755285,23.552965183486236,28.047783333333335,2015-08-12,25.291130833333334
28.145190642076503,21.76549137826351,44.334833333333336,2015-08-13,23.741460239445495
27.46767715803453,23.268819302325582,0.0,2015-08-14,24.60542465652082
42.36410848733744,34.0636248513946,21.014112500000003,2015-08-15,37.3342293442623
53.346506677436736,53.17738881578946,22.866999999999997,2015-08-16,53.207631217112784
32.104303804797354,26.198600314465413,0.0,2015-08-17,28.023752543456034
31.040678099415207,25.822530025996535,0.0,2015-08-18,27.54778779969064
30.220422164048863,26.084476430068882,17.51195,2015-08-19,27.484194497134958
27.315909860050894,25.753838246376812,18.810283333333334,2015-08-20,26.2383647960199
26.682038397790052,23.485272119613015,103.96183333333333,2015-08-21,24.565772209002578
34.11725161411412,28.208002051282055,38.55059666666667,2015-08-22,30.506472651775486
54.38368438818565,47.638945337690636,38.76300833333333,2015-08-23,50.6732006671432
27.74142786998617,21.868655653382763,0.0,2015-08-24,23.68202926542814
29.976361574074076,22.026455237688587,25.34075,2015-08-25,24.648396140651805
25.374486091954022,24.13038468822844,9.336216666666667,2015-08-26,24.540114917874394
26.163102175303905,22.74695911524373,0.0,2015-08-27,23.79144886541471
28.97591183621241,26.95655627030539,0.0,2015-08-28,27.63663658694247
31.370606832543444,28.94188008547009,7.06445,2015-08-29,29.775666666666666
54.00240707317074,48.51996420700512,38.620333333333335,2015-08-30,50.81784714057871
69.63671067708334,120.97143482676223,4.4211,2015-08-31,104.58076074346405
55.67210657726693,41.35990562893082,55.20271666666667,2015-09-01,46.093904692760944
27.506815805243445,26.037555008460238,25.733674999999998,2015-09-02,26.49370954376164
30.294773529411763,23.671210015649454,62.39691666666667,2015-09-03,25.81407426282051
32.12686870175439,22.913165670103094,29.92503333333333,2015-09-04,25.947396959225983
33.74344984089101,30.98626902758298,121.257,2015-09-05,32.085588967343334
53.632342309711284,48.118278106373225,64.10987222222222,2015-09-06,50.71857521367521
48.201425986394554,40.13065966386555,37.247055555555555,2015-09-07,43.39994275062138
30.508099301587297,22.338131505060396,4.581333333333333,2015-09-08,25.099266795949145
27.40689123931624,26.768566106585197,14.304083333333335,2015-09-09,26.957138556014694
30.540041728167285,22.103111466910644,76.93523333333333,2015-09-10,24.931747361450693
29.990483062015507,25.237717975139024,47.3455,2015-09-11,26.66240540229885
34.01679882783883,25.53151073797678,76.09366666666666,2015-09-12,28.635771243386237
48.3657045,44.93702934362934,109.09716666666667,2015-09-13,46.60430454442941
27.541800719942405,21.12215537202381,0.0,2015-09-14,22.999790113708148
30.064193371574248,24.25953375034751,14.332641666666667,2015-09-15,26.00894395784996
27.596889317773787,22.566960642946317,0.0,2015-09-16,24.29106542564103
28.276893137254905,27.588656848030016,16.7230875,2015-09-17,27.783301297468352
27.505152260458836,23.602289014407333,37.10969166666667,2015-09-18,24.893589707177455
43.871560213776725,34.464352610441765,14.007583333333333,2015-09-19,37.814370441595436
53.164770389294404,45.08805622817229,0.0,2015-09-20,48.67131348229706
31.1718914556962,23.403659244399865,0.0,2015-09-21,25.906814967142534
29.730105182567726,21.925431405420508,10.563583333333334,2015-09-22,24.4210144046943
32.31525677378703,24.97613243159204,0.0,2015-09-23,27.40111480324797
28.629116281310214,22.63654585593731,36.79783333333334,2015-09-24,24.57304948812449
32.77853998553868,28.929745092975207,16.12392777777778,2015-09-25,30.141949697392924
41.596028973765435,39.37226185139062,22.28465,2015-09-26,40.10683742595584
57.96491714150048,51.11483353833539,25.2662,2015-09-27,54.231574505928855
26.56811024054983,22.52121734211415,40.75879444444445,2015-09-28,23.888983977401132
29.234407065584854,23.451306365313652,59.273047222222225,2015-09-29,25.388134596757208
27.409013009708737,24.062975621669626,28.530516666666664,2015-09-30,25.121382563323206
27.145364019607843,24.40769507354982,34.455420833333335,2015-10-01,25.24524729834791
31.609463877551022,24.072483808210784,22.294866666666667,2015-10-02,26.399857243630237
31.17355731707317,27.35452352441614,27.402302777777777,2015-10-03,28.74153714439077
60.64198913857678,48.313942092616855,56.15015,2015-10-04,53.86358576563623
26.251766902834007,21.802841233140658,55.462183333333336,2015-10-05,23.363130786736022
30.61715750841751,22.071900944244604,28.7345125,2015-10-06,24.714081233188494
36.9573036300505,33.30894968916519,22.222033333333332,2015-10-07,34.451418084892374
27.274749896907213,24.258970230607964,0.0,2015-10-08,25.17427256987902
39.549741016819574,26.773538820931023,56.78592916666666,2015-10-09,30.778094569551957
33.987775192802054,29.943531450094163,38.010266666666666,2015-10-10,31.38367493928354
49.95727365591398,43.723870393232744,22.689666666666668,2015-10-11,46.49145213545615
43.55738091263217,41.290775993676604,0.0,2015-10-12,42.30625568436799
27.520793313763864,25.453942539388322,23.215133333333334,2015-10-13,26.11090960895023
28.085664724919095,23.95323831845238,19.056873333333332,2015-10-14,25.23599305894309
36.44193652263374,24.593221747572816,11.385558333333334,2015-10-15,28.346935383771932
29.740771643745905,25.586613020344288,48.63433333333333,2015-10-16,26.943765058201055
36.14425493150684,27.105637057991515,0.0,2015-10-17,30.1831515391791
52.78713733448475,43.59330962913316,0.0,2015-10-18,47.610838867924535
31.10355997920998,26.44173446447508,5.225333333333333,2015-10-19,28.00041633918129
29.68809562146893,24.999037375948625,19.12395,2015-10-20,26.365824004127965
33.997647178988316,23.559450310945273,43.12671666666667,2015-10-21,26.952519281663516
29.55711506802721,22.58298209641611,96.72726666666667,2015-10-22,24.847229463899698
30.09446490514905,23.34914500475737,37.77795,2015-10-23,25.507905494386872
38.0208751948052,38.28779345645235,21.322025,2015-10-24,38.16552595408468
49.121349118316274,41.24954980569948,0.0,2015-10-25,44.6463645311733
26.541261815661816,25.42665162991371,0.0,2015-10-26,25.778441327646544
26.64233818737271,24.420352138254245,0.0,2015-10-27,25.090085195416414
31.41141812144212,21.78832691851852,20.3182,2015-10-28,24.852673236598147
28.437934970530456,23.974839206642066,0.0,2015-10-29,25.400900564971753
37.95074851132686,29.11553815748522,0.0,2015-10-30,31.98447468474149
37.48579045671438,33.65070328582739,27.743566666666666,2015-10-31,35.054194644644646
54.492897986369265,47.947533830171636,10.306591666666668,2015-11-01,50.6440315075639
45.358253421309875,40.20511830453564,0.0,2015-11-02,42.39071416873964
30.06729687677456,24.709527054398148,0.0,2015-11-03,26.5180439524631
26.936456,22.97364951495554,38.051383333333334,2015-11-04,24.345949276129943
27.534729380664654,23.75346923360354,0.0,2015-11-05,24.99328806339772
34.4423051884058,25.524551069730585,0.0,2015-11-06,28.315900344765016
41.14872268211921,30.09459157160963,20.297358333333335,2015-11-07,34.10973072979493
47.42210689910979,45.244917600732606,30.517166666666668,2015-11-08,46.16144620399579
27.394987438905183,24.952764820592822,28.752766666666666,2015-11-09,25.802330127226462
33.1090560947023,25.19344443296602,19.90814166666667,2015-11-10,27.788099992301774
30.572874890510953,26.49568034321373,0.0,2015-11-11,27.915547280122016
29.595201430429125,24.330869593285986,38.301383333333334,2015-11-12,26.082590894063532
29.236609665052463,24.76566466216216,0.0,2015-11-13,26.36713932494941
34.313644972347916,28.538555914441574,20.308775,2015-11-14,30.62641160094925
44.77688895705521,40.54696727302524,0.0,2015-11-15,42.42872828420669
26.6448852425876,24.86787112200436,12.089594444444444,2015-11-16,25.430600637362637
29.43864549878345,25.114804254190542,9.4515,2015-11-17,26.592888714842662
29.339274861995754,27.47363824572382,6.902383333333334,2015-11-18,28.079323434004472
32.839641894127375,23.41782057160804,0.0,2015-11-19,26.58462123297192
30.46190600441501,25.02507049180328,0.0,2015-11-20,26.778513811761353
32.49851778385773,30.521143732071142,20.744944444444442,2015-11-21,31.26804870780591
49.782876959459465,41.67652462394705,33.5635,2015-11-22,44.91643144041824
30.16691106286187,25.595998805749314,0.0,2015-11-23,27.142014449573367
28.78691783088235,25.931785180930497,46.28245,2015-11-24,26.850525957779517
29.34159091600152,25.01929795771757,45.922783333333335,2015-11-25,26.54270099920064
25.532688682071033,24.080895499707772,0.0,2015-11-26,24.535091037483266
28.045799500998,24.451645441237975,0.0,2015-11-27,25.513049027409373
36.038028352864586,26.15346686178862,0.0,2015-11-28,29.446177000650618
45.3335968159204,39.065085714285715,19.65755,2015-11-29,41.4649105721393
29.914242225262196,23.005748861944266,5.01,2015-11-30,25.194575699579527
30.535617082294262,24.842570261044177,0.0,2015-12-01,26.697088356349852
29.703626016260163,25.20118510841837,0.0,2015-12-02,26.695604140036927
26.24519419703104,24.376213574097136,0.0,2015-12-03,24.966292245419684
28.904221100917432,25.978284692982452,0.0,2015-12-04,26.85848819380558
31.33721885154062,27.15440654539801,54.95783333333333,2015-12-05,28.663145603517187
44.64367496136012,42.77884709259259,91.63521666666666,2015-12-06,43.58982900516796
28.440333928571427,24.35802975699221,0.0,2015-12-07,25.75451027903469
28.22085223097113,24.742591844863732,32.2815,2015-12-08,25.87220226661
29.667277515067216,23.629772046746687,0.0,2015-12-09,25.51550898494063
27.491433019853712,24.17345734367971,0.0,2015-12-10,25.171980212264152
33.27345942906574,25.463287771676963,0.0,2015-12-11,27.6816067977068
31.856794096542725,29.163769878957172,18.630225,2015-12-12,30.017625131274944
42.25211523982999,37.998439984070096,0.0,2015-12-13,39.683337325637325
30.633300230061348,26.58594916855631,16.86466666666667,2015-12-14,27.91649148110661
33.52363798335781,26.440657346414387,0.0,2015-12-15,28.72884985768501
29.82801510948905,23.802067291666667,0.0,2015-12-16,25.820538810105948
26.471305388272583,22.417467054827753,10.204,2015-12-17,23.686539099368563
27.135972499999998,27.09057350462208,10.64425,2015-12-18,27.08748091721371
31.080440558103973,30.909895791433893,0.0,2015-12-19,30.965761695467066
44.804312868080096,38.76912844827586,57.47089166666666,2015-12-20,41.2949760853835
28.997080898550724,26.39599830708661,19.48905,2015-12-21,27.202453096785842
30.636717624521076,28.1267160111576,33.28771666666667,2015-12-22,28.976440101569715
31.393215402704296,27.29583273960984,0.0,2015-12-23,28.626426078655978
28.415086631944444,26.015240777777777,0.0,2015-12-24,26.793569162912913
46.5163005952381,44.92866653439153,38.670205555555555,2015-12-25,45.517522308943086
34.747662704918035,33.93453832116788,0.0,2015-12-26,34.23744267175572
