minutos,dia não útil,dia útil
134.0,0.6098654708520179,0.265466816647919
135.0,0.6771300448430493,0.2530933633295838
136.0,0.5964125560538116,0.26659167604049494
137.0,0.5695067264573991,0.2440944881889764
138.0,0.6636771300448431,0.2688413948256468
139.0,0.5829596412556054,0.24634420697412823
140.0,0.5067264573991032,0.2508436445444319
141.0,0.5336322869955157,0.22947131608548932
142.0,0.5381165919282511,0.2530933633295838
143.0,0.5515695067264574,0.1923509561304837
144.0,0.49327354260089684,0.22384701912260968
145.0,0.4439461883408072,0.2452193475815523
146.0,0.49327354260089684,0.2508436445444319
147.0,0.5381165919282511,0.22272215973003376
148.0,0.47085201793721976,0.1844769403824522
149.0,0.5201793721973094,0.1923509561304837
150.0,0.3632286995515695,0.22272215973003376
151.0,0.484304932735426,0.17772778402699663
152.0,0.42152466367713004,0.19460067491563554
153.0,0.4484304932735426,0.18672665916760406
154.0,0.34977578475336324,0.20697412823397077
155.0,0.4080717488789238,0.19572553430821146
156.0,0.452914798206278,0.16197975253093364
157.0,0.4349775784753363,0.18785151856017998
158.0,0.3542600896860987,0.1484814398200225
159.0,0.3452914798206278,0.20247469066366705
160.0,0.4484304932735426,0.15523059617547807
161.0,0.36771300448430494,0.1732283464566929
162.0,0.336322869955157,0.17547806524184478
163.0,0.3811659192825112,0.17547806524184478
164.0,0.3183856502242152,0.16422947131608548
165.0,0.30493273542600896,0.1608548931383577
166.0,0.2556053811659193,0.15748031496062992
167.0,0.29596412556053814,0.12935883014623173
168.0,0.27802690582959644,0.1372328458942632
169.0,0.3452914798206278,0.1597300337457818
170.0,0.2556053811659193,0.15410573678290213
171.0,0.2825112107623318,0.14960629921259844
172.0,0.3183856502242152,0.13835770528683913
173.0,0.273542600896861,0.14285714285714285
174.0,0.2645739910313901,0.13835770528683913
175.0,0.32286995515695066,0.140607424071991
176.0,0.23318385650224216,0.15523059617547807
177.0,0.23766816143497757,0.11811023622047244
178.0,0.18385650224215247,0.13385826771653545
179.0,0.28699551569506726,0.1327334083239595
