dia,M_0,F_0,O_0,M_3,F_3,O_3,M_4,F_4,O_4,num_of_stations
2015-11-17,1571,822,1.0,263,163,0.0,1.0,0.0,0.0,58.0
2015-11-18,1598,785,1.0,325,161,0.0,0.0,0.0,0.0,58.0
2015-11-19,1592,806,0.0,352,124,0.0,2.0,0.0,0.0,58.0
2015-11-20,1586,755,0.0,299,144,0.0,0.0,0.0,0.0,58.0
2015-11-21,1162,731,3.0,216,118,0.0,2.0,0.0,0.0,58.0
2015-11-22,1108,740,1.0,209,118,0.0,0.0,0.0,0.0,58.0
2015-11-23,1577,806,0.0,250,132,0.0,2.0,0.0,0.0,60.0
2015-11-24,1741,816,1.0,264,114,0.0,0.0,0.0,0.0,60.0
2015-11-25,1624,877,1.0,211,120,0.0,2.0,0.0,0.0,60.0
2015-11-26,1711,779,0.0,276,118,0.0,0.0,0.0,0.0,60.0
2015-11-27,1594,668,0.0,196,90,0.0,0.0,1.0,0.0,60.0
2015-11-28,1025,512,0.0,149,83,0.0,0.0,0.0,0.0,60.0
2015-11-29,1071,670,1.0,137,100,0.0,0.0,1.0,0.0,60.0
2015-11-30,1567,731,1.0,213,116,0.0,0.0,0.0,0.0,60.0
2015-12-01,1660,802,0.0,286,112,0.0,0.0,0.0,0.0,60.0
2015-12-02,1568,779,0.0,257,143,0.0,0.0,0.0,0.0,60.0
2015-12-03,1606,741,0.0,306,102,0.0,0.0,0.0,0.0,60.0
2015-12-04,1520,654,0.0,258,130,0.0,0.0,1.0,0.0,60.0
2015-12-05,1072,595,1.0,158,88,0.0,0.0,0.0,0.0,60.0
2015-12-06,900,647,1.0,165,107,0.0,0.0,0.0,0.0,60.0
2015-12-07,1454,756,0.0,254,135,0.0,0.0,0.0,0.0,60.0
2015-12-08,1590,762,1.0,316,144,0.0,0.0,0.0,0.0,60.0
2015-12-09,1583,719,0.0,248,141,0.0,0.0,0.0,0.0,60.0
2015-12-10,1482,638,0.0,190,82,0.0,0.0,0.0,0.0,60.0
2015-12-11,1457,578,0.0,242,82,0.0,0.0,0.0,0.0,60.0
2015-12-12,1074,511,2.0,168,89,0.0,1.0,0.0,0.0,60.0
2015-12-13,837,549,0.0,167,119,0.0,0.0,0.0,0.0,60.0
2015-12-14,1323,652,1.0,336,128,1.0,0.0,0.0,0.0,60.0
2015-12-15,1427,681,0.0,250,142,0.0,0.0,0.0,0.0,60.0
2015-12-16,1360,685,0.0,190,84,0.0,0.0,0.0,0.0,60.0
2015-12-17,1374,631,1.0,134,80,0.0,0.0,0.0,0.0,60.0
2015-12-18,1226,600,2.0,168,70,0.0,0.0,0.0,0.0,60.0
2015-12-19,895,436,0.0,119,46,0.0,0.0,0.0,0.0,60.0
2015-12-20,812,566,4.0,99,60,1.0,0.0,0.0,0.0,60.0
2015-12-21,1270,575,1.0,143,62,0.0,0.0,0.0,0.0,60.0
2015-12-22,1195,609,1.0,115,53,0.0,0.0,0.0,0.0,60.0
2015-12-23,1179,567,0.0,141,59,0.0,1.0,0.0,0.0,60.0
2015-12-24,600,288,0.0,72,32,0.0,0.0,0.0,0.0,60.0
2015-12-25,630,392,3.0,78,43,0.0,0.0,0.0,0.0,60.0
2015-12-26,822,488,0.0,95,51,0.0,1.0,0.0,0.0,60.0
2015-12-27,867,578,3.0,106,66,0.0,0.0,0.0,0.0,60.0
2015-12-28,1063,574,0.0,131,61,0.0,0.0,0.0,0.0,60.0
2015-12-29,1193,663,1.0,131,58,0.0,0.0,1.0,0.0,60.0
2015-12-30,1140,586,3.0,110,46,0.0,0.0,0.0,0.0,60.0
2015-12-31,645,293,0.0,53,23,0.0,2.0,1.0,0.0,60.0
2016-01-01,540,352,1.0,67,31,0.0,1.0,1.0,0.0,60.0
2016-01-02,841,479,4.0,120,62,0.0,1.0,0.0,0.0,60.0
2016-01-03,844,582,2.0,107,60,0.0,0.0,0.0,0.0,60.0
2016-01-04,1229,582,0.0,186,80,0.0,1.0,0.0,0.0,60.0
2016-01-05,1367,719,6.0,163,88,0.0,0.0,0.0,0.0,60.0
2016-01-06,1385,659,2.0,185,92,0.0,0.0,0.0,0.0,60.0
2016-01-07,1131,524,2.0,116,63,0.0,1.0,0.0,0.0,60.0
2016-01-08,889,407,1.0,101,45,0.0,0.0,0.0,0.0,60.0
2016-01-09,820,451,0.0,90,61,0.0,1.0,1.0,0.0,60.0
2016-01-10,845,489,2.0,101,56,0.0,0.0,0.0,0.0,60.0
2016-01-11,1292,694,1.0,187,84,0.0,2.0,0.0,0.0,60.0
2016-01-12,1323,695,0.0,165,112,0.0,1.0,0.0,0.0,60.0
2016-01-13,1240,648,0.0,182,72,0.0,1.0,0.0,0.0,60.0
2016-01-14,1226,639,0.0,212,104,0.0,3.0,5.0,0.0,60.0
2016-01-15,1139,520,2.0,184,92,0.0,1.0,2.0,0.0,60.0
2016-01-16,848,444,0.0,121,69,0.0,0.0,1.0,0.0,60.0
2016-01-17,877,573,0.0,131,81,0.0,1.0,0.0,0.0,60.0
2016-01-18,1295,593,0.0,177,96,0.0,1.0,2.0,0.0,60.0
2016-01-19,1126,533,0.0,188,91,0.0,6.0,1.0,0.0,60.0
2016-01-20,1058,433,0.0,128,70,0.0,4.0,1.0,0.0,60.0
2016-01-21,576,213,0.0,134,44,0.0,3.0,2.0,0.0,60.0
2016-01-22,1059,507,1.0,172,81,0.0,1.0,0.0,0.0,60.0
2016-01-23,695,357,0.0,113,53,0.0,3.0,0.0,0.0,60.0
2016-01-24,568,352,0.0,66,46,0.0,0.0,2.0,0.0,60.0
2016-01-25,856,369,0.0,96,40,0.0,5.0,3.0,0.0,60.0
2016-01-26,1061,528,0.0,151,76,0.0,4.0,1.0,0.0,60.0
2016-01-27,1183,568,1.0,144,102,0.0,1.0,0.0,0.0,60.0
2016-01-28,1146,534,3.0,151,56,0.0,1.0,2.0,0.0,60.0
2016-01-29,1240,520,1.0,113,40,0.0,2.0,0.0,0.0,60.0
2016-01-30,851,461,3.0,64,38,0.0,0.0,0.0,0.0,60.0
2016-01-31,639,453,1.0,47,35,0.0,0.0,1.0,0.0,60.0
2016-02-01,795,273,2.0,65,25,0.0,1.0,1.0,0.0,60.0
2016-02-02,1137,504,3.0,150,58,0.0,2.0,1.0,0.0,60.0
2016-02-03,1172,532,5.0,94,38,0.0,0.0,1.0,0.0,60.0
2016-02-04,1084,463,0.0,132,38,0.0,0.0,0.0,0.0,60.0
2016-02-05,1066,406,2.0,105,49,0.0,1.0,1.0,0.0,60.0
2016-02-06,631,351,0.0,55,21,0.0,0.0,0.0,0.0,60.0
2016-02-07,524,305,2.0,63,22,0.0,2.0,0.0,0.0,60.0
2016-02-08,532,335,0.0,47,29,0.0,0.0,0.0,0.0,60.0
2016-02-09,628,417,1.0,43,28,0.0,1.0,1.0,0.0,60.0
2016-02-10,614,306,1.0,36,23,0.0,3.0,0.0,0.0,60.0
2016-02-11,1105,444,1.0,101,49,0.0,0.0,0.0,0.0,60.0
2016-02-12,1136,470,1.0,87,19,0.0,0.0,0.0,0.0,60.0
2016-02-13,873,417,0.0,57,36,0.0,0.0,0.0,0.0,60.0
2016-02-14,727,513,2.0,53,30,0.0,0.0,2.0,0.0,60.0
2016-02-15,1153,463,2.0,66,35,0.0,5.0,1.0,0.0,60.0
2016-02-16,1232,503,1.0,68,36,0.0,0.0,0.0,0.0,60.0
2016-02-17,1192,531,0.0,66,25,0.0,4.0,0.0,0.0,60.0
2016-02-18,1073,483,0.0,64,38,0.0,0.0,0.0,0.0,60.0
2016-02-19,1118,491,0.0,88,42,0.0,0.0,0.0,0.0,60.0
2016-02-20,589,268,1.0,49,12,0.0,1.0,0.0,0.0,60.0
2016-02-21,705,484,1.0,56,60,0.0,1.0,1.0,0.0,60.0
2016-02-22,1060,475,0.0,108,66,0.0,3.0,2.0,0.0,60.0
2016-02-23,1047,405,1.0,77,27,0.0,0.0,0.0,0.0,60.0
2016-02-24,1187,471,2.0,131,46,1.0,0.0,0.0,0.0,61.0
2016-02-25,1233,535,2.0,143,55,0.0,1.0,0.0,0.0,61.0
2016-02-26,1149,507,1.0,95,44,0.0,1.0,0.0,0.0,61.0
2016-02-27,808,375,3.0,38,28,0.0,1.0,0.0,0.0,61.0
2016-02-28,636,427,2.0,67,29,0.0,1.0,0.0,0.0,61.0
2016-02-29,1244,527,1.0,75,36,0.0,2.0,0.0,0.0,61.0
2016-03-01,1272,503,0.0,73,34,0.0,0.0,0.0,0.0,61.0
2016-03-02,1230,528,2.0,57,40,0.0,0.0,0.0,0.0,61.0
2016-03-03,1174,480,5.0,81,33,0.0,0.0,0.0,0.0,61.0
2016-03-04,1121,468,0.0,93,50,0.0,0.0,0.0,0.0,61.0
2016-03-05,838,412,0.0,53,25,0.0,0.0,0.0,0.0,61.0
2016-03-06,731,487,0.0,70,33,0.0,0.0,0.0,0.0,61.0
2016-03-07,1144,483,1.0,90,46,0.0,0.0,0.0,0.0,61.0
2016-03-08,1167,487,0.0,108,50,0.0,3.0,0.0,0.0,61.0
2016-03-09,1199,549,0.0,139,47,0.0,0.0,0.0,0.0,61.0
2016-03-10,1115,488,2.0,132,76,0.0,0.0,0.0,0.0,61.0
2016-03-11,1107,483,1.0,86,62,0.0,1.0,0.0,0.0,61.0
2016-03-12,773,422,2.0,74,33,0.0,0.0,1.0,0.0,61.0
2016-03-13,682,394,0.0,102,48,0.0,1.0,1.0,0.0,61.0
2016-03-14,1045,431,0.0,122,33,0.0,2.0,1.0,0.0,61.0
2016-03-15,1215,493,0.0,91,30,0.0,1.0,0.0,0.0,61.0
2016-03-16,1225,526,0.0,100,39,0.0,0.0,0.0,0.0,61.0
2016-03-17,823,295,1.0,70,30,0.0,0.0,0.0,0.0,61.0
2016-03-18,1220,464,0.0,138,36,0.0,0.0,0.0,0.0,61.0
2016-03-19,800,418,0.0,87,44,0.0,0.0,0.0,0.0,61.0
2016-03-20,818,458,1.0,69,44,0.0,1.0,0.0,0.0,61.0
2016-03-21,1319,546,0.0,140,63,0.0,0.0,0.0,0.0,61.0
2016-03-22,1346,572,1.0,106,47,0.0,2.0,0.0,0.0,61.0
2016-03-23,1286,545,1.0,96,60,0.0,1.0,1.0,0.0,61.0
2016-03-24,961,444,1.0,97,40,0.0,0.0,0.0,0.0,61.0
2016-03-25,659,412,1.0,64,24,0.0,0.0,0.0,0.0,61.0
2016-03-26,768,421,0.0,54,39,0.0,2.0,1.0,0.0,61.0
2016-03-27,534,369,0.0,40,34,0.0,1.0,2.0,0.0,61.0
2016-03-28,1192,518,0.0,109,50,0.0,6.0,2.0,0.0,61.0
2016-03-29,998,432,0.0,103,56,0.0,0.0,0.0,0.0,61.0
2016-03-30,924,409,0.0,111,41,0.0,0.0,1.0,0.0,61.0
2016-03-31,829,360,0.0,105,57,0.0,0.0,0.0,0.0,61.0
2016-04-01,797,280,2.0,77,33,1.0,4.0,2.0,0.0,61.0
2016-04-02,527,217,0.0,67,28,0.0,0.0,1.0,0.0,61.0
2016-04-03,299,179,1.0,44,34,0.0,0.0,0.0,0.0,61.0
2016-04-04,1037,416,0.0,134,72,0.0,1.0,1.0,0.0,61.0
2016-04-05,1036,416,1.0,149,75,0.0,3.0,0.0,0.0,61.0
2016-04-06,1179,473,1.0,142,64,0.0,2.0,1.0,0.0,61.0
2016-04-07,1193,475,1.0,111,56,0.0,1.0,0.0,0.0,61.0
2016-04-08,1192,498,0.0,114,49,0.0,1.0,0.0,0.0,61.0
2016-04-09,835,412,0.0,136,47,0.0,4.0,1.0,0.0,61.0
2016-04-10,656,449,0.0,113,65,0.0,3.0,0.0,0.0,61.0
2016-04-11,1057,424,0.0,165,77,0.0,0.0,1.0,0.0,61.0
2016-04-12,1212,556,1.0,138,56,0.0,0.0,1.0,0.0,61.0
2016-04-13,1180,543,0.0,131,61,0.0,2.0,1.0,0.0,61.0
2016-04-14,1161,515,0.0,172,66,0.0,0.0,0.0,0.0,61.0
2016-04-15,1256,548,0.0,136,90,0.0,0.0,1.0,0.0,61.0
2016-04-16,836,417,1.0,104,50,0.0,1.0,0.0,0.0,61.0
2016-04-17,655,403,1.0,78,40,0.0,2.0,1.0,0.0,61.0
2016-04-18,1173,495,0.0,155,64,0.0,6.0,4.0,0.0,62.0
2016-04-19,1354,604,0.0,128,60,0.0,1.0,2.0,0.0,69.0
2016-04-20,1416,566,0.0,121,41,0.0,0.0,0.0,0.0,69.0
2016-04-21,1070,652,2.0,113,66,0.0,2.0,1.0,0.0,69.0
2016-04-22,717,294,0.0,74,27,0.0,2.0,0.0,0.0,69.0
2016-04-23,976,542,1.0,100,67,0.0,1.0,0.0,0.0,69.0
2016-04-24,865,603,1.0,78,54,0.0,3.0,0.0,0.0,69.0
2016-04-25,1323,596,4.0,122,58,0.0,2.0,1.0,0.0,69.0
2016-04-26,1266,582,0.0,113,53,0.0,1.0,0.0,0.0,69.0
2016-04-27,1394,623,0.0,104,48,0.0,0.0,0.0,0.0,69.0
2016-04-28,1356,614,0.0,133,69,0.0,1.0,1.0,0.0,69.0
2016-04-29,1173,530,0.0,121,58,0.0,1.0,0.0,0.0,69.0
2016-04-30,980,465,0.0,81,40,0.0,2.0,0.0,0.0,69.0
2016-05-01,899,601,0.0,86,57,0.0,0.0,1.0,0.0,69.0
2016-05-02,1388,619,0.0,130,69,0.0,0.0,2.0,0.0,74.0
2016-05-03,1383,604,1.0,176,84,0.0,1.0,1.0,0.0,74.0
2016-05-04,1475,675,0.0,177,70,0.0,0.0,0.0,0.0,74.0
2016-05-05,1487,689,2.0,143,71,0.0,0.0,0.0,0.0,74.0
2016-05-06,1598,639,0.0,171,73,0.0,2.0,1.0,0.0,74.0
2016-05-07,1095,595,0.0,127,58,0.0,3.0,4.0,0.0,74.0
2016-05-08,818,514,1.0,87,78,0.0,1.0,0.0,0.0,74.0
2016-05-09,1429,594,0.0,166,67,0.0,1.0,0.0,0.0,74.0
2016-05-10,1640,737,0.0,174,77,0.0,1.0,2.0,0.0,74.0
2016-05-11,1426,622,0.0,170,67,0.0,2.0,0.0,0.0,74.0
2016-05-12,1484,595,0.0,166,63,0.0,1.0,0.0,0.0,74.0
2016-05-13,1577,673,2.0,269,108,1.0,1.0,0.0,0.0,74.0
2016-05-14,1169,599,4.0,165,77,0.0,1.0,0.0,0.0,74.0
2016-05-15,1067,676,1.0,108,58,0.0,1.0,0.0,0.0,74.0
2016-05-16,1616,780,1.0,184,87,0.0,1.0,1.0,0.0,74.0
2016-05-17,1808,884,1.0,214,128,0.0,0.0,2.0,0.0,74.0
2016-05-18,1533,771,0.0,210,90,0.0,1.0,2.0,0.0,74.0
2016-05-19,1695,788,1.0,233,138,0.0,2.0,1.0,0.0,74.0
2016-05-20,1574,705,1.0,155,75,0.0,0.0,1.0,0.0,74.0
2016-05-21,1145,624,5.0,162,66,0.0,2.0,1.0,0.0,74.0
2016-05-22,1058,774,2.0,129,123,1.0,1.0,0.0,0.0,74.0
2016-05-23,1530,753,0.0,158,126,0.0,2.0,1.0,0.0,74.0
2016-05-24,1567,798,0.0,168,93,0.0,5.0,0.0,0.0,74.0
2016-05-25,1531,735,0.0,167,92,0.0,0.0,2.0,0.0,74.0
2016-05-26,1134,803,0.0,123,86,0.0,0.0,0.0,0.0,74.0
2016-05-27,1395,693,0.0,127,52,0.0,4.0,0.0,0.0,74.0
2016-05-28,1011,639,2.0,95,78,0.0,0.0,1.0,0.0,74.0
2016-05-29,977,745,1.0,143,120,1.0,1.0,0.0,0.0,74.0
2016-05-30,1504,706,0.0,207,91,0.0,1.0,0.0,0.0,74.0
2016-05-31,1413,685,1.0,266,100,1.0,1.0,0.0,0.0,74.0
2016-06-01,1402,688,1.0,298,121,0.0,1.0,1.0,0.0,74.0
2016-06-02,1351,646,1.0,208,104,0.0,4.0,0.0,0.0,78.0
2016-06-03,1354,646,1.0,222,92,1.0,2.0,1.0,0.0,80.0
2016-06-04,1121,605,0.0,190,82,0.0,2.0,0.0,0.0,80.0
2016-06-05,1205,801,0.0,155,117,0.0,0.0,2.0,0.0,80.0
2016-06-06,1488,783,1.0,273,171,0.0,1.0,3.0,0.0,80.0
2016-06-07,1730,810,1.0,240,102,0.0,0.0,0.0,0.0,80.0
2016-06-08,1588,858,2.0,218,104,0.0,3.0,1.0,0.0,80.0
2016-06-09,1611,743,1.0,232,107,0.0,2.0,0.0,0.0,80.0
2016-06-10,1613,803,1.0,188,123,0.0,0.0,1.0,0.0,80.0
2016-06-11,1184,639,0.0,159,101,0.0,2.0,1.0,0.0,80.0
2016-06-12,977,728,1.0,141,88,0.0,0.0,1.0,0.0,80.0
2016-06-13,1513,688,3.0,179,86,0.0,4.0,1.0,0.0,80.0
2016-06-14,1740,887,1.0,228,123,0.0,2.0,1.0,0.0,80.0
2016-06-15,1683,806,2.0,240,138,0.0,0.0,0.0,0.0,80.0
2016-06-16,1658,785,3.0,231,116,0.0,3.0,1.0,0.0,80.0
2016-06-17,1588,785,5.0,183,106,0.0,0.0,0.0,0.0,80.0
2016-06-18,1211,665,3.0,206,89,0.0,0.0,1.0,0.0,80.0
2016-06-19,1100,753,3.0,152,90,0.0,1.0,1.0,0.0,80.0
2016-06-20,1664,822,2.0,195,79,0.0,0.0,1.0,0.0,80.0
2016-06-21,1536,801,2.0,163,138,0.0,2.0,0.0,0.0,80.0
2016-06-22,1613,748,1.0,245,106,0.0,3.0,1.0,0.0,80.0
2016-06-23,1521,758,1.0,216,107,0.0,4.0,0.0,0.0,80.0
2016-06-24,1452,651,0.0,192,94,0.0,3.0,3.0,0.0,80.0
2016-06-25,1045,560,2.0,114,67,0.0,0.0,3.0,0.0,80.0
2016-06-26,939,677,0.0,123,80,0.0,3.0,2.0,0.0,80.0
2016-06-27,1445,778,4.0,210,119,1.0,2.0,1.0,0.0,80.0
2016-06-28,1538,870,0.0,195,131,0.0,1.0,0.0,0.0,80.0
2016-06-29,1518,761,0.0,197,90,0.0,2.0,0.0,0.0,80.0
2016-06-30,1476,832,2.0,185,129,0.0,1.0,0.0,0.0,80.0
2016-07-01,1571,749,0.0,235,114,0.0,3.0,1.0,0.0,80.0
2016-07-02,1042,572,0.0,139,76,0.0,3.0,0.0,0.0,80.0
2016-07-03,948,756,0.0,102,74,0.0,2.0,0.0,0.0,80.0
2016-07-04,1519,778,3.0,145,78,0.0,2.0,2.0,0.0,80.0
2016-07-05,1610,858,2.0,129,72,0.0,2.0,2.0,0.0,80.0
2016-07-06,1330,617,2.0,144,77,0.0,2.0,1.0,0.0,80.0
2016-07-07,1597,842,7.0,193,81,0.0,0.0,2.0,0.0,80.0
2016-07-08,1470,715,1.0,160,85,0.0,1.0,0.0,0.0,80.0
2016-07-09,1105,648,2.0,122,80,0.0,0.0,0.0,0.0,80.0
2016-07-10,1034,702,2.0,100,77,0.0,2.0,0.0,0.0,80.0
2016-07-11,1636,821,6.0,171,95,0.0,1.0,4.0,0.0,80.0
2016-07-12,1853,951,4.0,158,106,0.0,1.0,0.0,0.0,80.0
2016-07-13,1677,864,7.0,179,83,0.0,2.0,3.0,0.0,80.0
2016-07-14,1660,883,1.0,133,71,0.0,1.0,1.0,0.0,80.0
2016-07-15,1656,795,8.0,148,74,0.0,1.0,1.0,0.0,80.0
2016-07-16,1080,622,5.0,110,60,0.0,4.0,0.0,0.0,80.0
2016-07-17,1034,735,3.0,85,77,1.0,1.0,1.0,0.0,80.0
2016-07-18,1680,872,6.0,148,74,1.0,1.0,1.0,0.0,80.0
2016-07-19,1693,879,2.0,144,96,0.0,3.0,0.0,0.0,80.0
2016-07-20,1691,878,5.0,167,76,1.0,2.0,2.0,0.0,80.0
2016-07-21,1592,845,0.0,210,104,0.0,1.0,1.0,0.0,80.0
2016-07-22,1519,737,1.0,149,79,1.0,2.0,1.0,0.0,80.0
2016-07-23,1104,658,1.0,92,53,1.0,5.0,2.0,0.0,80.0
2016-07-24,1015,746,2.0,94,67,0.0,0.0,1.0,0.0,80.0
2016-07-25,1625,860,6.0,119,71,0.0,1.0,0.0,0.0,80.0
2016-07-26,1704,876,4.0,123,52,1.0,2.0,0.0,0.0,80.0
2016-07-27,1714,832,1.0,167,95,1.0,2.0,0.0,0.0,80.0
2016-07-28,1667,864,7.0,163,88,1.0,1.0,0.0,0.0,80.0
2016-07-29,1484,743,9.0,158,78,1.0,1.0,1.0,0.0,80.0
2016-07-30,1144,657,10.0,90,79,1.0,1.0,0.0,0.0,80.0
2016-07-31,1097,739,2.0,131,75,0.0,0.0,1.0,0.0,80.0
2016-08-01,1679,810,1.0,192,108,0.0,1.0,1.0,0.0,80.0
2016-08-02,1559,877,3.0,158,90,0.0,0.0,1.0,0.0,80.0
2016-08-03,1610,901,1.0,178,100,0.0,0.0,0.0,0.0,80.0
2016-08-04,1603,849,4.0,155,95,0.0,0.0,1.0,0.0,80.0
2016-08-05,1589,759,2.0,155,59,0.0,2.0,0.0,0.0,80.0
2016-08-06,1191,686,3.0,142,75,0.0,0.0,0.0,0.0,80.0
2016-08-07,1171,790,0.0,130,83,0.0,0.0,1.0,0.0,80.0
2016-08-08,1518,765,2.0,163,85,0.0,12.0,5.0,0.0,80.0
2016-08-09,1594,855,3.0,162,95,0.0,4.0,0.0,0.0,80.0
2016-08-10,1719,860,4.0,184,91,1.0,2.0,0.0,0.0,80.0
2016-08-11,1788,873,5.0,173,82,1.0,0.0,1.0,0.0,80.0
2016-08-12,1651,826,1.0,149,79,0.0,2.0,0.0,0.0,80.0
2016-08-13,1287,734,1.0,134,62,0.0,1.0,1.0,0.0,80.0
2016-08-14,885,637,4.0,130,90,1.0,0.0,0.0,0.0,80.0
2016-08-15,1229,854,4.0,131,93,0.0,1.0,1.0,0.0,80.0
2016-08-16,1676,735,3.0,173,82,0.0,1.0,0.0,0.0,80.0
2016-08-17,1786,869,6.0,155,97,0.0,0.0,2.0,0.0,80.0
2016-08-18,1885,970,0.0,167,86,0.0,1.0,0.0,0.0,80.0
2016-08-19,1877,898,0.0,220,106,0.0,4.0,0.0,0.0,80.0
2016-08-20,1082,659,0.0,102,76,0.0,3.0,2.0,0.0,80.0
2016-08-21,1037,709,0.0,107,57,0.0,0.0,1.0,0.0,80.0
2016-08-22,1862,857,1.0,206,105,0.0,2.0,0.0,0.0,80.0
2016-08-23,1879,850,1.0,195,99,0.0,2.0,1.0,0.0,80.0
2016-08-24,1826,865,0.0,207,110,0.0,0.0,0.0,0.0,80.0
2016-08-25,1741,881,1.0,163,95,0.0,2.0,1.0,0.0,80.0
2016-08-26,1759,763,1.0,163,73,0.0,1.0,1.0,0.0,80.0
2016-08-27,1242,676,1.0,149,71,0.0,4.0,0.0,0.0,80.0
2016-08-28,1093,782,1.0,123,79,0.0,1.0,1.0,0.0,80.0
2016-08-29,1811,811,2.0,202,95,0.0,3.0,2.0,0.0,80.0
2016-08-30,1810,875,1.0,222,121,0.0,0.0,1.0,0.0,80.0
2016-08-31,1827,918,2.0,214,88,0.0,1.0,1.0,0.0,80.0
2016-09-01,1757,858,2.0,186,97,0.0,2.0,0.0,0.0,80.0
2016-09-02,1695,833,2.0,174,123,0.0,2.0,0.0,0.0,80.0
2016-09-03,1230,648,2.0,107,67,1.0,3.0,1.0,0.0,80.0
2016-09-04,1077,730,3.0,111,71,0.0,3.0,1.0,0.0,80.0
2016-09-05,1720,841,1.0,192,95,0.0,0.0,0.0,0.0,80.0
2016-09-06,1748,818,4.0,167,88,1.0,1.0,1.0,0.0,80.0
2016-09-07,1252,723,2.0,121,55,1.0,3.0,1.0,0.0,80.0
2016-09-08,1892,811,4.0,183,95,0.0,2.0,0.0,0.0,80.0
2016-09-09,1796,829,3.0,204,97,0.0,0.0,1.0,0.0,80.0
2016-09-10,1279,680,1.0,132,48,0.0,0.0,1.0,0.0,80.0
2016-09-11,1094,716,2.0,106,70,0.0,1.0,1.0,0.0,80.0
2016-09-12,1742,846,2.0,196,113,0.0,3.0,0.0,0.0,80.0
2016-09-13,1843,878,4.0,204,94,0.0,0.0,1.0,0.0,80.0
2016-09-14,1832,850,8.0,190,96,1.0,1.0,1.0,0.0,80.0
2016-09-15,1730,800,4.0,223,95,0.0,1.0,1.0,0.0,80.0
2016-09-16,1783,779,1.0,225,111,0.0,1.0,2.0,0.0,80.0
2016-09-17,1183,627,2.0,132,70,1.0,1.0,1.0,0.0,80.0
2016-09-18,1168,773,2.0,132,67,0.0,0.0,1.0,0.0,80.0
2016-09-19,1781,807,4.0,213,89,0.0,0.0,0.0,0.0,80.0
2016-09-20,1749,822,2.0,247,124,0.0,7.0,1.0,0.0,80.0
2016-09-21,1828,916,2.0,245,118,0.0,2.0,1.0,0.0,80.0
2016-09-22,1761,836,3.0,243,91,0.0,2.0,0.0,0.0,80.0
2016-09-23,1774,746,4.0,208,104,1.0,3.0,2.0,0.0,80.0
2016-09-24,1183,703,2.0,142,98,0.0,2.0,0.0,0.0,80.0
2016-09-25,1187,786,4.0,153,94,0.0,0.0,0.0,0.0,80.0
2016-09-26,1668,779,0.0,244,91,0.0,0.0,1.0,0.0,80.0
2016-09-27,1771,808,3.0,208,121,0.0,1.0,2.0,0.0,80.0
2016-09-28,1837,908,4.0,230,115,0.0,0.0,2.0,0.0,80.0
2016-09-29,1696,754,0.0,208,113,0.0,4.0,0.0,0.0,80.0
2016-09-30,1660,715,0.0,201,97,0.0,2.0,0.0,0.0,80.0
2016-10-01,1085,644,0.0,125,67,0.0,2.0,0.0,0.0,80.0
2016-10-02,930,613,1.0,100,73,0.0,0.0,1.0,0.0,80.0
2016-10-03,1591,789,2.0,180,96,0.0,2.0,2.0,0.0,80.0
2016-10-04,1724,816,0.0,225,104,0.0,0.0,0.0,0.0,80.0
2016-10-05,1637,845,2.0,217,110,0.0,3.0,0.0,0.0,80.0
2016-10-06,1581,806,3.0,201,89,0.0,1.0,0.0,0.0,80.0
2016-10-07,1659,731,0.0,164,109,0.0,2.0,2.0,0.0,80.0
2016-10-08,1242,654,2.0,147,90,0.0,1.0,0.0,0.0,80.0
2016-10-09,1080,744,4.0,111,94,0.0,1.0,0.0,0.0,80.0
2016-10-10,1570,734,0.0,177,103,0.0,0.0,1.0,0.0,80.0
2016-10-11,1651,791,0.0,207,81,0.0,2.0,0.0,0.0,80.0
2016-10-12,1167,729,2.0,145,98,0.0,0.0,0.0,0.0,80.0
2016-10-13,1617,759,0.0,150,101,0.0,2.0,0.0,0.0,80.0
2016-10-14,1602,731,0.0,194,70,0.0,1.0,0.0,0.0,80.0
2016-10-15,1154,621,1.0,154,59,0.0,1.0,0.0,0.0,80.0
2016-10-16,1064,701,5.0,106,59,0.0,0.0,1.0,0.0,80.0
2016-10-17,1547,736,0.0,148,74,0.0,2.0,0.0,0.0,80.0
2016-10-18,1611,753,0.0,163,103,0.0,3.0,0.0,1.0,80.0
2016-10-19,1585,764,1.0,170,83,0.0,2.0,0.0,0.0,80.0
2016-10-20,1519,698,1.0,167,76,0.0,0.0,2.0,0.0,80.0
2016-10-21,1526,707,0.0,134,66,0.0,2.0,1.0,0.0,80.0
2016-10-22,1123,573,3.0,97,43,0.0,4.0,2.0,0.0,80.0
2016-10-23,1032,657,4.0,102,56,0.0,1.0,0.0,0.0,80.0
2016-10-24,1369,737,3.0,150,65,0.0,1.0,1.0,0.0,80.0
2016-10-25,1489,706,1.0,139,65,0.0,1.0,1.0,0.0,80.0
2016-10-26,1542,663,0.0,254,131,0.0,2.0,2.0,0.0,80.0
2016-10-27,1557,708,0.0,140,75,0.0,1.0,1.0,0.0,80.0
2016-10-28,1444,674,1.0,160,85,0.0,0.0,1.0,0.0,80.0
2016-10-29,1140,536,3.0,102,59,0.0,0.0,2.0,0.0,80.0
2016-10-30,948,649,2.0,83,44,0.0,3.0,0.0,0.0,80.0
2016-10-31,1542,612,2.0,153,71,0.0,1.0,0.0,0.0,80.0
